id,comment,label
28,they should check once after the servicing . they should be text drive its working properly or not .,[u'servic_qualiti_car']
29,puc should check the service which is done is proper according to the service report before giving it to the customer .,[u'servic_qualiti_car']
30,"when you give time for servicing and when they go their you hear them but you do n't do work properly because of that customer gets unhappy . i went for last service though there was problem in my car so i told them detect it and solve it but they did n't done it . after that i receive the call from feedback people so they told our people will come on that time send your vehicle but that time i was in lucknow so i told them you send your people some other day but they did n't came yet . your service is so far away 20km to go and 20km to come it is wastage of time . i stay in pahadgang and your service center in kanpur . you can make available in panji also their is lot of place where you can opened service center . their is lot of big big company service center like maruti , honda etc . you can open in fasal jang also . second thing is that if big work occur in car and he do n't have 2 car you must car for him like maruti and hand does so in this thing you have to pay attention towards . i not telling for every customers if he is demanding and he keep his word or if any emergency you should provide this things .",['car_problem_time']
31,they should hand over the car to customer only when then they clean the car properly .,[u'custom_problem_car']
32,quality of the work performed on vehicle . i am not satisfied overall . rate is very high . parts are also not available . they takes long time .,[u'work_car_qualiti']
33,vall was licking of engine but they said that they will not change so i said to the rudra service center but they said it will not repair now when it will receive that time change it . one another problem was there that bubbling so they said that change the tire yet there was bubbling .,[u'servic_qualiti_car']
34,"if vehicle they are taking inside for servicing then they should check properly . without checking they return vehicle . they ask customers that what problems in your vehicle and customer how much complaint they do that much only . they did n't check the break , driver understood that break is not working properly otherwise my accident was going to happen . they takes 1200 rs for servicing in that they should check proactively full car .",[u'vehicl_problem_custom']
35,the problem which was i explaining them they were not understanding . staff were taking in wrong way like they were thinking like i am a fool . second time when i explain them then they understood then problem got solved .,['car_problem_time']
36,proper explanations should be given . 2 \) they have to deliver the vehicle in time 3 \) if there is any repair before delivery the vehicle they have to intimate the customers .,[u'vehicl_problem_custom']
37,they should improve on their working services . the issue was solved when i first did the servicing but now the warranty is expired the same issue coming . so they should see the cause of problems along with solving so that it won \? t come again .,[u'servic_qualiti_car']
38,we are just expecting the work should be done properly .,[u'work_car_qualiti']
39,they should complete the service in committed time and the higher management should inspect the vehicle properly and should the worker on their working process .,[u'vehicl_problem_custom']
40,in 1st time only problem should get solve . when we visit for servicing of car they just wash and return us . they do n't clean the dust . the stain and dust remain like that .,['car_problem_time']
41,whatever the problems highlighted it should be resolved . proper service should be provide . whatever problems we have highlighted they should show us as it has been resolved also should explain us regarding the problem as such type of problem was there and now we have resolved it .,['car_problem_time']
42,they did not given with proper fitting . should give with proper fitting .,[u'work_car_qualiti']
43,they should be check properly after the vehicle servicing . at beginning of the servicing they stating about the problem but after the servicing they didn \? t check it because we are unable to see it so they should do the same .,[u'servic_qualiti_car']
44,the work should be done which we have told them . suppose if i went for servicing so whatever problems i said it did not solve . we ask then something and they done something else . the work should be done 100 which i asked them to do . last time said there is some sound coming from dash board so they said to me as it is done but when i drive around 50 km again the sound started . i told them as digital meter facility is available and it has to be change but still they said no it is in good condition . this problem i faced twice but still they are not ready to listen .,[u'work_car_qualiti']
45,1 . they have to tell the waiting time without extending it again so be clear in their communication . 2 . they have to increase the drivers .,[u'work_car_qualiti']
46,1 . after servicing the vehicle the senior technician should check . 2 . they have to issue the cheaque list document regarding the completed problems of the vehicle after servicing . 3 . they should check the road test before delivering the vehicle .,[u'vehicl_problem_custom']
47,whatever work we ask them to do they just touch it and said it is done . if customer telling the problem as the sounds come form this side then they should check it properly . they do n't have customer 's value . whatever the problem is there they should resolve it .,[u'custom_problem_car']
48,"once foot rake was removed so they had replaced it but still it is removing . that \? s mean it is not properly installed . if new car is come for servicing after the accident and it is a damaged , then after the servicing it will not become a like new car so it should like a newly bought . they had done local work on my car it is showing on my car . they should do quality work .",[u'work_car_qualiti']
49,they have to follow the instruction as per the customer requirement regarding cleaning the vehicle,[u'vehicl_problem_custom']
50,while cleaning the car from inside the flooring is not cleaned properly as dust is not cleaned . they clean it by blowing air . so instead of blowing the air after washing they should do it before washing . so dust will also be removed .,[u'work_car_qualiti']
51,no improvement require,['no improve']
52,they should improve on the working quality as the service should be given more properly,[u'servic_qualiti_car']
53,after servicing the car which they provide us we are not satisfied with that . if you are giving free servicing then their could be a problem or if your are taking a money for surviving of rs 600rs to 700rs as per that you must provide service . they do n't do service properly their should be an some improvement in cleanliness . they are changing oil properly .,['car_problem_time']
54,from inside they do n't do the cleanliness properly .,[u'work_car_qualiti']
55,service section should be improved supervisor staff should be work properly .,[u'work_car_qualiti']
56,they should give us good services and customer should not need to visit again again .,[u'servic_qualiti_car']
57,if customers said about vehicle problems . they have to it in quality . and resolve the problems as per customers requirements,[u'custom_problem_car']
58,1 . they have to cheek the quality of the vehicle be fore delivering to the customer 2 . they have to increase the place and staff,[u'vehicl_problem_custom']
59,the quality of their servicing to the car should be more improved .,[u'servic_qualiti_car']
60,earlier performance of the service was god but after changing some parts in the car are seemingly is not works properly . the qualities i guess not well and good they need to improve the same .,[u'work_car_qualiti']
61,1 . the supervisor work should be good . 2 . they have to take lit bit care about the vehicle servicing . 3 . they have to deliver the vehicle like how we are given them,[u'vehicl_problem_custom']
62,workers should perform the work on the car in a proper way .,[u'work_car_qualiti']
63,"water wash service is not good , sometime they do the service quickly but some of the time they delay . water wash service should be improved .",[u'servic_qualiti_car']
64,the toyota staff should check the car before handing over to its customers . inspections should be more proper . my car clutch was not working properly later . the supervisor need inspect whether the car was completely done with the requirement and also i said that there is some sounds occurs while opening the door but yet they have not resolved the same .,['car_problem_time']
65,they should not ignore the customer camplaint and do their work,[u'custom_problem_car']
66,they should listen customer problem and should reactfiead it and told customer to check it,[u'custom_problem_car']
67,the supervisor should check the workers that the workers are working properly or not and they fixing issues a not .,[u'work_car_qualiti']
68,they have to develop the service visit the good quality . and problem can be resolved in immediately,[u'servic_qualiti_car']
69,car back camera was not fixed properly technician should not know how to fic it so proper technician should be there in dealership .,[u'work_car_qualiti']
70,"do n't keep on doing own work , listen to the customers also what they are saying . yet they did n't done my work .",[u'custom_problem_car']
71,they should improve on the working services . fitting of the bumper of the car is not correctly . service regarding the light is not correct like they do it properly in one side in the other side it is not fitted properly . they should improve more on the small things which needs servicing .,[u'servic_qualiti_car']
72,staff should be work carefully because sometimes there performance is not good once i already told there is no better mind in the engine performance after the service then they are taken again servicing for car then they are said there is no problem in car everything is fine but when i check the car in local dealer he was said something wrong in the engine so my question is dealership staff are why could not find the that problem .,['car_problem_time']
73,the mechanic should check the vehicle properly and update the customer about the issues in the car .,[u'vehicl_problem_custom']
74,they should work properly knowledgeable staff should appoint they should give proper information to customer .,[u'custom_problem_car']
75,they do not know anything what has to be done . there should outside body also than the local bodies . management should be good . little improvement is must in investment only then improvement will happen,[u'work_car_qualiti']
76,work washing on car is not proper . polishing of vehicle is not proper i am not satisfied with that .,[u'vehicl_problem_custom']
77,"they should focus on one think at a time like doing one job properly like focus full heartily . they should get a work done first then move on to another work . the doors and panels of my car had not fixed properly . i think they packed it with something and the threat all that was discoing form the pipe . and still there \? s some sound , it hadn \? t got fixed properly .",[u'work_car_qualiti']
78,they are doing servicing of many of cars and they are having the car details and if they put the car number in their system so they will come to know that what was the problem there in the car and what improvement was asked . once we reach there they should check that the problem is occur again which was there in last visit . it is only one thing that if we brought the car for servicing then they should be aware what problem is there is car . when ever i visit there they are having one sheet as which work has been done and which work should be done or balance so they should ask customer that he she is facing or not the problem which was occurred last time . they should confirm it with customer .,['car_problem_time']
79,in my car some types of issue is there like central seat steering is not working properly i give the complaint for that issue but they are not properly solved the issue so they should quickly solved that issue,[u'vehicl_problem_custom']
80,"insurance facility is having with infinium toyota , so they should increase the staff . i had a problem last time when went there .",['car_problem_time']
81,for one work they asked to visit 2 3 times . bill balancing was not proper . they have changed the shock up but one part is damaged in that they did not informed about this damaged part so again for that work they asked to visit again .,[u'work_car_qualiti']
82,there should be improvement in servicing . if they do servicing good then it would be great .,[u'work_car_qualiti']
83,quality of servicing the car need to improve more . work quality should be improved .,[u'work_car_qualiti']
84,they should appoint qualified staff due to this customers should not face any problems .,[u'custom_problem_car']
85,the quality of service should be much better . we spend lakhs of rupees for purchasing car even we expect the service to be good . i have much feelings for my car .,[u'servic_qualiti_car']
86,they should not ignore customer 's complaints .,[u'custom_problem_car']
87,they should listen the customer problem properly and should resolve it .,[u'custom_problem_car']
88,once after doing servicing we bought the vehicle . disk was giving problem even their was line coming so this should check by mechanic . if found any problem then it should inform to the customer . they did n't say anything and battery got shutdown . technician should inform everything to the customer .,[u'vehicl_problem_custom']
89,they should clean vehicle with attention . seniors should also involve in cleaning process should not depend on staff . mirrors were also not cleaned properly . senior should look after whether staff under him are working well or not .,[u'vehicl_problem_custom']
90,for the maintenance of vehicle the right technician is required the good mechanic is required who is not available . only there are 1 2 good mechanic is available so they should increase the mechanic . average of vehicle should make improvement .,[u'vehicl_problem_custom']
91,they do not was the car properly . they do not clean the oil completely on the car so when we drive the front glass is not visible clearly due to oil not clean properly . they clean the oil with hands so it is not completely so they should use machine for cleaning . they do not service the car where we give the complaints so they should do the complete servicing as per the customers have given the complaint for .,['car_problem_time']
92,no improvement require . all are fine,['no improve']
93,for improvement in quality they should have good staff and technicians .,[u'work_car_qualiti']
94,they need to improve on the quality of service for car cleaning . reduce the charges on the servicing . thy should improve on the explanation given to the customers . like if my vehicle is run for 1 . 5 km bought for servicing then they should tell what changes is required . water service is not given properly . they should clean the mat by removing it .,[u'servic_qualiti_car']
95,they should first check the car properly and reslove the issues properly,['car_problem_time']
96,some things which we do not mentioned it will notice maybe overall checking also like scru of midgard . scru fixing it is not big deal but if it will come out side then we have to do it . there system of nut bolt it is a plastic method or fiber due to this if nut is come out side then it will not be fixing again it will not in level . hence they should give special attentions in gross . as well as they should give more attentions on out side portion of vehicle .,[u'work_car_qualiti']
97,whenever we go there for servicing first they should check whether earlier serviced parts are working fine .,[u'work_car_qualiti']
98,"after doing servicing also car remains dirty . there workers are not good . they did not deliver my car on promised time ,",[u'work_car_qualiti']
99,if they are doing my car servicing then should not attend other car in between because they did not clean car properly . they should do servicing of cars one by one and should do repairing properly .,['car_problem_time']
100,if we pay high charges and we do not get satisfactory services so what is the benefit to pay high charges i think we have to service our car from outside . management should think about it and guide their staff .,[u'work_car_qualiti']
101,i had an accident . so i went there with my car . there was issue in reverse camera . they returned my car without checking it . rest all things were changed . so they should check all the things properly and then return,['car_problem_time']
102,after servicing the vehicle it should not give any trouble up to 1 year .,[u'vehicl_problem_custom']
103,"quality work performed on car should be improved . after servicing i felt car clutch is quite tight , it could be repaired properly . dealership staff should do the work on car not only for that a problem which has been identified by customers , they should look the whole car and personally identify the problems and do the needful work also it should inform to customers .",[u'custom_problem_car']
104,they should do the proper washing of the car and should not take to much time to hand over the car after servicing,['car_problem_time']
105,vehicle technical servicing process should improve staff should be sincere well experience .,[u'vehicl_problem_custom']
106,they should listen to the customer also should give the service proper and should do work like the we do n't have to visit again the service center .,[u'servic_qualiti_car']
107,the thing which we are saying should keep all that thing in mind and do the work . this thing should not happen what we are saying and what you are doing .,[u'work_car_qualiti']
108,i have major problem in my car with brake pad . 6 times i visited to solve that problem at company dealership by travel 30 kilometers far by burning our diesel but still our issue is not solved till now . our car is in warranty we just purchased 2 years ago this car . so i request company to solve my issue or else return our money . i have done service 15 days back but again brake pad started noising . main they should give perfect solution to our problem .,['car_problem_time']
109,they said there was an oil consumption problem and left it . when in my car no oil consumption problem was there . they should not use less oil in car . in greed of rs . 2 4 thousand they should not damage engine of any one 's rs . 6 7 lakh car 's .,['car_problem_time']
110,they need to improve on their work quality . we are not satisfied according to the price what is invested .,[u'work_car_qualiti']
111,staff should check the additional parts of car they should work properly .,[u'work_car_qualiti']
112,they should improve on the existing work which is done . they do not deliver the car on time as they take more time than committed . after servicing the same issues occur after 2 days due to which we cannot use the car . so they should solve the issues mentioned by the customers correctly .,['car_problem_time']
113,if there is an any problem in the vehicle engineer should resolve the problem . the sounds which come its irritate us which should improve . the do n't clean proerly .,[u'vehicl_problem_custom']
114,should listen to the customer what they are saying after that they should give solution on that but here they says before we stop . should do replacement . they should keep attention towards this .,[u'work_car_qualiti']
115,sometimes there are jumbled up in body paints . sometimes color has bee not matched . once we did the paint but it was font hence we had again done the same .,[u'work_car_qualiti']
116,they should clean the car properly even if they change the parts or while servicing . there is dirt even after cleaning the car . they should give more attention while cleaning the car .,['car_problem_time']
117,they should do car cleaning properly .,['car_problem_time']
118,how much customer have written complaint regarding car . that much they should complete and give us . if any work is get pending so they should call to the customer from service center currently work is pending and vehicle will get in next day .,[u'custom_problem_car']
119,they have to give the service with quality so that they customer will never come again to the service center,[u'servic_qualiti_car']
120,no improvement require all are fine,['no improve']
121,when the customer takes the car in service center that time only they should inform the customer if it needs any improvement . in middle of the road the car gets stocked that time they should not say the issues they should inform us earlier only .,['car_problem_time']
122,they have to improve the cleanliness quality to the work performed .,[u'work_car_qualiti']
123,the dealership should knowledgeable and they should have a list of the services with the price .,[u'servic_qualiti_car']
124,whenever the customer complaint on quality related service then they do the service quickly .,[u'servic_qualiti_car']
125,they should work fast proper information give to customer . some of service should be improved .,[u'servic_qualiti_car']
126,i have innova so front rear bumpers are loose but they did not did it properly by saying it wont be open . if they have huge company and they cannot solve my issue then what is use to take car for service in company . service need to improve .,[u'servic_qualiti_car']
127,whatever customer giving the work to staff that work should be done properly .,[u'custom_problem_car']
128,worker should be experienced .,[u'work_car_qualiti']
129,"actually i had some problem with the alignment . so after only 5 walking km i have when there for the first service here , on 1000 km aiso i have given for the just checkup so that time they can \? t find out the problem with the alignment . so i have some bear in tires in the front tiers so that cannot be identify by that person in this service . so they have to checkup alignment that type because only after 5000km i have check with and that time lot of bear out one side of tires .",['car_problem_time']
130,some of works they are not take care properly so they should improved i quality of work,[u'work_car_qualiti']
131,painting of car need to proper and denting of vehicle should be done proper . color was not matching properly fitting was not properly . they said to visit me next time to complete service .,[u'work_car_qualiti']
132,"employee should be more experience is like mechanic engineer , diploma holder and it .",[u'work_car_qualiti']
133,quality service should be improved like anything . i just want to give example . see once want to deliver new vehicle to new customer they should do quality check . when a vehicle is ready for sale its required quality check approval . i am not talking about jay ganesh i am talking about infinium too i have done service there also numbers of time . minor \? s things create big impacts .,[u'vehicl_problem_custom']
134,my car was making some noise even after servicing . now this technical thing you see what and how it can be improved,[u'work_car_qualiti']
135,"technically they should improve a little bit , they should not provide false information",[u'work_car_qualiti']
136,"they have not regular system of feedback , they are just checked once and not asking again .",[u'work_car_qualiti']
137,separate water service should provide to customer they should proper work give to good service to customer,[u'custom_problem_car']
138,i have given my car under warranty period for service but that time they did not done service properly of my car . in warranty period they are doing like this then what they will do for services which will be after warranty . so they should be more focus on this .,[u'servic_qualiti_car']
139,no improvement require all are fine,['no improve']
140,they should appoint some knowledgeable mechanic so they can understand the problem completely . they are professional so they can find the correct problem and solution .,['car_problem_time']
141,they should have the solutions of the complaints . other wise we came to know that they washed the car and not done the work which has been instructed .,[u'work_car_qualiti']
142,either you look after the workers who are working there or they are having lot of work and workers are less,[u'work_car_qualiti']
143,they should improve the servicing quality .,[u'servic_qualiti_car']
144,they have to make plan . they work towards the problem but they do not found any issue . they should concentrate on one vehicle and find out the issues and then they should go for next one .,[u'vehicl_problem_custom']
145,the technician should be upgraded . they should do the proper inspection of the car .,[u'work_car_qualiti']
146,they should do the servicing properly . we are not satisfied as compared to the money which we pay so issues are there . they should do the work which is given . they should not neglect the work like if drill machine is not available then they should cut or send their executives . sprit toyota is such a big dealership but they do not have drill . camera is useless . i had to face the loss of 3 to 4 thousand .,[u'work_car_qualiti']
147,staff should properly finishing work because sometimes they are not proper finishing the car bumper .,[u'work_car_qualiti']
148,they should wash the car properly they should work dedicatedly,['car_problem_time']
149,they should improve the servicing quality .,[u'servic_qualiti_car']
150,they should satisfied the customers,[u'custom_problem_car']
151,service of vehicle may be few better . there is some issue in my car which they fixed but after one week it was again same . i am not highly satisfied . rear windshield was having swap with mobile due to loss of network boll . in service they fixed that flap but after one week flap again mobile so fixing was not proper . they can improve by having better mechanical service . their attitude behavior is all ok . they can give best quality of service my mechanical services .,[u'servic_qualiti_car']
152,"i had given the car for servicing the main issue was to repair the brake system which is still not resolved . before hindering the car , they should check once what issue the customer has shared with us is that problem solved or not . because i told them to check the brake system which they didn \? t even checked . before delivering the car they should do one trial test due to which they will come to know that the car is working properly or not . they should solve too small issues .",['car_problem_time']
153,they must appoint a technical guidance and toyota need to appoint technical staffs as technical staff are less there .,[u'work_car_qualiti']
154,"after servicing they should give proper idea that what work you have done in that car while test driving . when i had done last servicing bill balancing machine not working but they did n't give me idea about that before 2 3days i came rajasthan that time car was not working state i had contact to company that service advice also not told me any think . at the time of servicing my driver was there his one friend also was there for servicing of farturer that car also they get without balancing like mine now they called me again i spend 14 , 000 15 , 000 rs . but then also my work not done correctly .",['car_problem_time']
155,washing should be done properly after servicing .,['others']
156,"front door it means driver seat door back were seat belt hangs that fiber was removed before servicing i give them in written that do that work but they had not done now i have to visit again for that work i have to used 1 , 000 rs . diesel my one day also . so they should not like this before giving car to customer they should check whether it is in good condition or not . customer need not to complaint about that",[u'work_car_qualiti']
157,the person who told me to do the work it should be done . improvement should be there in the quality . head person should be concerted on work that the work is doing properly or not . they are sitting in the ac room only . mechanic should check give .,[u'work_car_qualiti']
158,they are not proper cleaning inspector need to check their work . they not wash my car car side mirror broken interior also not working at that time .,[u'work_car_qualiti']
159,all the a servicing time they should explain customer clearly about the problems,[u'custom_problem_car']
160,"if car washing service provided by them it will be better , technician know the exact problem in the car . the car should be delivered on time .",['car_problem_time']
161,the problem which can not be solved . they should give prior idea that it not going to also .,['car_problem_time']
162,they have to explain clearly to the staff regarding issues of the vehicle by providing more workshops .,[u'vehicl_problem_custom']
163,they have to solve the issues properly . they are not cleaning the vehicle properly after servicing,[u'vehicl_problem_custom']
164,it cars small small parts damaged then they suggest to change that parts but not ready to adjust that parts .,[u'work_car_qualiti']
165,parts must be available . must maintain the quality of the parts . available parts are not of proper quality .,[u'work_car_qualiti']
166,"servicing quality should be improvement . after servicing the car staff should be checking again . we are not understand what is the problem , but they has to know the problem on the car . they should be take careful .",['car_problem_time']
167,"the first of all of servicing , whatever they are telling , they are not checking it . they are telling me one thing and after servicing when i received my car , i have seen that there are also 3 or 4 problems , which they did n't check . they need to improve it . the staffs those who are doing service are not perfect . service is the main problem of them . during the time of selling the car they used to come lots of time and sit over an hour in house but after sold when the car will come for servicing , they should n't give their zero level of work .",['car_problem_time']
168,they should start video cliping in waiting area so customer should now how work is going on . how much oil they are putting into the car .,[u'work_car_qualiti']
169,while service all the problems are not solved properly . only general service is done . the problems have to face again . service staff must guide the customer with proper service to be done on the car . while servicing all the problem must be solved .,[u'servic_qualiti_car']
170,"customers which showing the car problems , they should be servicing properly . customer understand what problem is our car . hence they should be servicing properly",[u'custom_problem_car']
171,they should check all the work . is done properly than only call the customers,[u'custom_problem_car']
172,they should provide quality services to customer and cleaning should done properly .,[u'servic_qualiti_car']
173,"should be improvement there , what is it i am not telling .",[u'work_car_qualiti']
174,they should be use good quality when they change some parts in the car . if they take extra charges i do n't have a any problem . they should be clean the car properly . when they hand over the car to the customer after that they should be check the car completely at least one time .,['car_problem_time']
175,"while they are working condition should be improved , before there good quality working but not now . they should be work fast . technicians should be give training",[u'work_car_qualiti']
176,servicing need to be improved in a cleaning quality . they should be improve in a cleaning quality . in a vehicle they doing a very bad cleaning . they should be improve in part cost .,[u'work_car_qualiti']
177,they have to provide the quality work . when we the customers inform the staff about major problems of the vehicle they have to solve it immediately . they are not cleaning the vehicle properly inside and out side,[u'vehicl_problem_custom']
178,quality of work performed on the vehicle should be improved .,[u'vehicl_problem_custom']
179,in infinium ahmedabad my work was not done completely . servicing was not done properly . quality of service should be improved .,[u'servic_qualiti_car']
180,"when we give our car for servicing , then they should solve the problem in a same time which have in car .",['car_problem_time']
181,they should improve service quality . they should do work in one time nicely so we do n't have to visit again again .,[u'servic_qualiti_car']
182,first service center quality should be improved . before delivery the car they should check it every work is done properly or not they should check it . car should check give it because after words there should be not problem .,['car_problem_time']
183,at service centers quality should be improvement . servicing centers quality not too good .,[u'servic_qualiti_car']
184,"a servicing center some staffs are work properly . and some are works as they wish , customers should handled property when customer are happy .",[u'custom_problem_car']
185,"they had not done rabbing policy properly . they had not done painting , painting also properly . my car was an insurance period . at that time they work on my car back side door but not work on front door . they charge 4500 for rabbing policy then also scratches are not removed .",['car_problem_time']
186,"quality is not good . they should give proper information to customer about parts and car work . at the time of insurance they should work properly . they are taking more money they lost my dish and take rs . 5 , 000 from me . they should not harasses the customer . they should inform the customer about exact how much money they have to take .",[u'custom_problem_car']
187,servicing quality it should be improved . they has to prepare the summary which work they want to do . they should prepare a list done the work same manner . work should done so which works are not pending . last time one work was pending they had done it afterwards .,[u'work_car_qualiti']
188,"my car was going for servicing . after servicing when my car i see that in my car bound nut was link then i called them . i told my problem then they told me it 's not our side mistake this problem occurs from your side . customers are not servicing their car in local area . but when i told them my problem where done the servicing there problems are occurs he response me . at least which situation customer gives the car for servicing \? if has some problem from them side they should return the money . if they doing some mistake , so they should be repair properly also not hide it .",['car_problem_time']
189,they have to do trial before servicing to know about the problem of vehicle .,[u'vehicl_problem_custom']
190,quality of work performed on your car the problem of my car is the rear wheel and side pling . they did not do it with satisfaction level . there should be proper meachanics and proper knowledge person for the vehicle problems . the service advisor should be proper knowledge about vehicle problem . they should be trained up more .,[u'vehicl_problem_custom']
191,"at service center professional person should be available , they should be knowledge to toyota car time consuming customers satisfaction should be available",[u'work_car_qualiti']
192,i visited 3 times for the same issue as some shaking sound comes but from where the sound comes do n't know may be it is coming from dash board but they did n't rectify properly and when we visit for next day again they start giving the excuse that we have checked already it was proper and yet not solved the issue actually they are unable to recognized where is the problem they should have checked properly .,['car_problem_time']
193,staff is not qualified . they do n't know small small thinks technician should take test drive they should check properly give car to us .,[u'work_car_qualiti']
194,"when we visited for car service at lanson dealership they are not resolved all problems . past 1 year lanson dealership service was very poor . last time i went for service , in my car some damage on back side but they not check that however they complete the service also by lanson dealership .",[u'servic_qualiti_car']
195,they must take trials should know the problems in car and solve it . should not ask problems to us and they must fully solve it .,['car_problem_time']
196,they are taking more time . we not get the perfection which has non for toyota . they should recheck the work that it is done properly or not . the technician not doing work properly so they should appoint other technician .,[u'work_car_qualiti']
197,"they should repair big things like staring etc . they take more charges for servicing for this servicing they take rs . 38 , 000",[u'work_car_qualiti']
198,"they must take testing of the car and tell the problems . if i tell any problem , then their answer is it like that only . but for the same problem went 4 5 times . have to pay all time and they service only after i am ready to pay",['car_problem_time']
199,"i am very dissatisfied . i had given my car last time for servicing i told them noise is coming from left door . they didn \? t done any thing and given by back my car and told now noise will not come . when i was my car it was in the same condition as was before . when i took my serviced car , after 15 km my cars all 4 tire become punchered and when told this in service center dealer is telling me it is your fault and we are not doing anything in tire .",['car_problem_time']
200,past servicing of the quality should be improve any information which you are given to the customers should be given properly . car should be properly cleaned give should give information properly to the customer .,[u'custom_problem_car']
201,when we did the service we have to look there properly after that we have to check one or two services of that quality .,[u'servic_qualiti_car']
202,work should be done give by time service staff must have a proper knowledge . camera must be there in lobby . so there customer can look after that there doing servicing proper or not . should provide a good quality .,[u'work_car_qualiti']
203,"by employing qualify workforce because right now they have boys probably they are not very qualified in that and when you asked some query about it , they have not very aware of the problems . in terms of customer satisfaction , is the quality of work perform on vehicle . if they are taken the extra time , they require to do quality of work on that vehicle , also should be in that great .",[u'vehicl_problem_custom']
