id,comment,label
28,charges of the service should be less than rs . 4000 . also they should give immediate service . we have to wait much time to complete service .,[u'charg']
29,"they are taking high charges . earlier they were taking 4000 5000 for servicing but presently they are taking unto 10 , 000 .",[u'charg']
30,"the cost of spare parts in toyota service center is very high , whereas the same parts are comparatively cheaper outside . i don \? t know what sort of material toyota gives that the charge is so high . they should provide us a catalogue or should give a price chart on the board . certain regular parts like lubricants , air filter , oil filter , etc . needs price chart . how do we know which part is branded which one is a fake \? after comparing hyundai with toyota , the former becomes more attractive to people . males still like toyota , but hyundai is a more popular brand to ladies family members . the reason behind this is that the models of hyundai are more attractive than toyota . so toyota should make its models more attractive from outside like it should be curly , curvy , should have aerodynamics , etc . whenever people go to buy any toyota brand from the service center , they don \? t get their preferred models . but if you see in tata , ford , hyundai , etc . they have all sorts of models lined up in their service center . so toyota should provide more varieties in their service centers .","['spare', u'compar']"
31,they should give proper bifurcation explanation of every service bill .,['others']
32,they should have a chart of servicing price at service center so that customer can understand the what charges they going to take .,['others']
33,service cost should be a bit decreased the tax should be included with the rate .,['tax']
34,charges should be reasonable . servicing cost is high .,[u'charg']
35,labor charges is too high because of good quality so they should reduce that,['labor']
36,they have to reduce the charges .,[u'charg']
37,"toyota dealership need to take step on this by themselves , i can not say anything on this but i feel that it is too exclusive .",['others']
38,they are taking so much labor charges so it should be less and they should give discounts to the customers .,['labor']
39,they should decrease labor charges and taxes .,['tax']
40,"they should update the customer about the taxes before taking it , and are taking extra 2 charge when we pay by our card so it should not be taken .",['tax']
41,charges was high so that should be reduced .,[u'charg']
42,no improvement require,['no improve']
43,they did n't took charges from me same way they should apply less charges to others also .,['others']
44,they should fulfill their commitments as they commit that they will take less charges in this service compare with last service but they taken the same charges .,[u'compar']
45,before doing the car services the dealership staff need to provide detailed service charge to its customer .,[u'charg']
46,they have to reduce the charges .,[u'charg']
47,"labor charges amount is high for compare to other dealer , charges should be collected value for project also reduce the charges amounts .",['labor']
48,there are less then branches available at this area so increase the dealership branches in madurai to ramanathapuram city . that very useful for customers also save time in travelling .,['others']
49,if any parts are not to be changed genuinely they should not change so that the cost would be reduced .,['spare']
50,we will happy if toyota reduced their charges . charges are reasonable but they should give more relaxation .,[u'charg']
51,they should decrease the taxes .,['tax']
52,services charges amount is high . charges should be reduced .,[u'charg']
53,if they are deducting any charges regarding the offers then they should provide correct details about that .,['discount']
54,accessory parts too costly . they could reduced accessory parts price . when i checked product price with your seller they had told me rs . 8500 and when i brought the same parts from outside they had took rs 3500 . same with the insurance prices are very high .,['spare']
55,"they should update all the issues which needed to repair or replace in the car to the customers at the time when customer giving them the car , as they updating the issues on call after we hand over the vehicle to them so this is quite difficult to understand that our vehicle really has the issue for which we are going to pay .",['others']
56,"last time the charges which we paid should not be had taken from us . your product is new may be there is manufacturing default but they told us it is warrantor part , so we have to pay for it . spare parts price are high as compared to car price . if separate parts taken together and made car from it then that 's price will be 10 times . that 's mean to get money from customers by making monopoly for spare parts . spare parts prices are very high and they are not available in open market which creates monopoly . you cheat customers . material which we get in rs 100 in open market that same thing we get in 1000 from dealer . there is vast difference between prices our your and open market . for example , toyota does not manufacture all the products \( parts \) . like break pad they purchase from other company and they do toyota embossing on it and supply it . the same part it is available in open market at 40 i . e . 40 paisa and you are selling it in 1 rupee .","['spare', u'compar', u'charg']"
57,servicing charges labor charges was very high that should be reduced .,['labor']
58,bill charges was high if compared to other dealership .,[u'compar']
59,"charges paid after servicing . it is much higher than outside . even in a normal service without doing any such things they charges around rs . 3000 whereas the charges of garages of outsides is much cheaper and they have a problem of electricity connection , so they should have avail the backup to manage that situation .",[u'charg']
60,before doing the car services the dealership staff need to provide detailed service charge to its customer .,[u'charg']
61,servicing charges should be reduced and reasonable rate should be charged .,['others']
62,they should reduce customer 's bill .,[u'charg']
63,if we are doing the servicing from outside they took 2000 but in toyota service center they had taken 4000 . so they have to reduce the labor charges .,['labor']
64,"total bill was high . they did not adopt the proper bill and they are charging servicing and labor charges , extra charges are high so that should be reduced .","[u'charg', 'labor']"
65,they take service cost higher than outside . for small repairs and for parts they take more money . they take 12 15000 rupees for every servicing . it \? ll be good if at least 15 20 service charge decreases .,"['spare', u'charg']"
66,they had extra charged for labor on every service . when we go for service they should first inform about amount .,['labor']
67,they should give original parts . the charges of after sale service should be more or less same as compared to the outsides shops .,"['spare', u'compar']"
68,overall labor charges and services charges is high,['labor']
69,no improvement require,['no improve']
70,the waiting area should be improved . i don \? t think that there is any waiting area as because i asked to sit in their showroom and the charges are so excessive and i think it is more than excessive and it should be affordable .,[u'charg']
71,i didn \? t compare to other dealer even did not visit any other dealers shop but i think overall charges is high,[u'compar']
72,service charges should be reduced and proper service should be give to customer,[u'charg']
73,servicing charges is high should reduce .,[u'charg']
74,"they are taking too much labor charges , the should decrease the charges and should give us offer .",['labor']
75,"there is price difference for few parts between service center other shops . if we ask them they say its company price , then how can we understand actual price . you are charging for everything . then also for parts your are charging as per the mrp rates . your are getting this in wholesale rates every one cannot go to the whole sale market . we are purchasing car from you does servicing from you still you charge the parts as per mrp . i was planning to purchase tires of green stone brand but there is difference of rs . 1000 between your rates market price . i prefer to purchase anything from company only not from outside the market but there is lots of difference in rates . i . e 5000 for 5 tires . it is very big amount . i do n't have any other issue . all other companies are also having same conditions it is not only toyota . car is in cheap rate but the parts are expensive . if i compare the car price with parts price then the car price is cheaper then parts price if we purchase separate parts then its available in expensive price if it is with car only so its not feel so expensive .","['spare', u'compar', u'charg']"
76,they charge rs . 8000 for 1 servicing so they should give some discount to us .,"['discount', u'charg']"
77,charges should be reduced,[u'charg']
78,they are increasing the service charges service by service so management should do something for it .,['others']
79,labor charges should be reduced .,['labor']
80,the service center is so far from my resident . i have to spent oil for 50 km to visit the service center . if it would be near at jalpaiguri then it would be better .,['others']
81,they must reduce the prices,[u'charg']
82,services charges amount is high should decrease the charges,[u'charg']
83,for small small parts they are charges very high so that should be reduced .,['spare']
84,i can \? t say anything know but they should reduce the charges .,['others']
85,"i told them to deliver my car to my home after service and i will pay whatever it takes . so , if they will do the same for every customer it would be good . and the service that they provide should be improved more . there is a problem regarding offer letter . they didn \? t give it .","['discount', u'charg']"
86,they have to reduce the charges .,[u'charg']
87,"they have to reduce the charges , especially labor charges .",['labor']
88,labor charges should be reduced .,['labor']
89,"charges is high , it should be convenient for customers .",['others']
90,charges are less outside . it would help if they let us know for what they are taking such high rates . cannot say much than this .,[u'charg']
91,"they charged me more than the insurance . i took toyota insurance for rs . 42 , 500 . at the time of taking a new car , they say t hat they would take 7 days time for repairing . and what ever extra funding would be required that is 1200 , 1300 or 1500 only that much i would have to pay but they took car cutting and welding charges also from me . even oil charges were taken from me . all this should have been covered under insurance . even we should get the satisfaction .",[u'charg']
92,no service available for car runned till 5000 km . i . e no changes are done like oil change or any parts change . they only give car wash service and some cleaning done inside the car but for this also they charge rs . 400,"['spare', u'charg']"
93,prior they committed charges something else and after it becomes something else so the charges became double or triple whichever they told to us . they should clearly update charges at the time of service,[u'charg']
94,they should reduce the cost of pick up facility as they charged rs . 350 .,['others']
95,they charge more of the spare parts of the vehicle so i think service charges are very costly . we know that the parts are costly but the servicing charges which is from the dealer side should be reduced .,['spare']
96,for servicing big vehicles they charge 4000 they also charge same for servicing small vehicles . so charges for servicing small vehicles should be reduced .,[u'charg']
97,it would be good if the servicing charges would be reduced .,[u'charg']
98,"they should build up their infrastructure , as have lots of work .",['others']
99,labor charges is very high . they charge separately for removing nutbolt it is high comparatively more that market rates . they should reduce the rates . over all services are good .,"[u'charg', u'compar', 'labor']"
100,no improvement require,['no improve']
101,they extra charged me rs 2000 by saying that my bill was pending for 2013 . in these 4 yrs . i went there 8 times . they forcefully made me to pay dues and they were not giving my car as well . injustice happened with me . after paying bills they use to give gate pass to the customers and when we return they say there is balance .,['others']
102,they must take less charges .,[u'charg']
103,if any parts are not working that time . they should first intimate to the customers how much they are charges the parts and servicing charges should be reduced .,['spare']
104,compare to other dealership this dealership charges is costly so they should provide reasonable charges for customer . whatever services are doing in showroom that should displayed .,[u'compar']
105,charges is very high . for 1 clip they are charging rs 170 it was very costly .,[u'charg']
106,"charges should be less . customers must be satisfied . all service centers must sit together and discuss among themselves and take out a solution . prices are high . they must reduce the parts charges , it is too expensive .","['spare', u'charg']"
107,"comparing to other dealers washing services cost is high , need to reduce the charges amount",[u'compar']
108,no improvement require,['no improve']
109,must charge minimum . i cannot tell .,['others']
110,they did not explained about the charges . periodic and insurance requirement should be update time to time . pick and drop facility option should be there .,['others']
111,bill payment counter staffs should attend the customers properly and a staff must be available at the counter also avoid the waiting time .,['others']
112,they should resolve the problems as per customer need .,['others']
113,labor charges is very high . out of the 13000 they 3000 charges as labor .,['labor']
114,"spare parts charges are high , so they must reduce . in market an ordinary nut costs rs . 7 here they charge rs . 10 for it . this difference should not be there . if parts order is given it is delivered after 1 month .","['spare', u'compar', u'charg']"
115,"ideally the charges are very high in toyota motors . they have more charges for extra fittings etc . services charges they take till rs . 6000 whereas in maruti motors provides freely . similarly , toyota needs to give free services for such services .","['free', u'charg']"
116,service area is narrow it should be more broad .,[u'charg']
117,"they are taking more charges for automobile works so , they have to reduce charges .",['others']
118,"usually charges are more compare to what they said before doing servicing . it is not necessary that customer go with card . once happened that there was shortfall of money so i said them that send someone with me at my home for payment . if we are going with rs 30 lac car , 5000 is shortfall our of 20000 and asked them to come along with me for payment so we are not traitor . they should have trust .",[u'compar']
119,"it always happens that if we take 10 , 000 then the charges are around 15 , 000 . it never happens that they charge 5000 to 6000 as it is always more . they say that it is manual charges or formality charges .",[u'charg']
120,"they are taking more charges , so they have to reduce charges .",[u'charg']
121,the company should fix the charges in a way in which if they have less work than the charges should be less and vice versa . as the charges are fixed by the company so we can \? t do bargaining with the dealership .,[u'charg']
122,it will be helpful it dealership open on sunday for half day .,['others']
123,if the servicing charge is within rs 10k then it is good for me .,[u'charg']
124,"must charge as much less as possible , labor charges are also very high . how much charges that i cannot tell .","[u'charg', 'labor']"
125,they charged 780 rupees for vat service . charges should be reduced other company do not take such as charge .,[u'charg']
126,car washing charges should be less . normally service center which is outside their rate are less . as compare to here they charge more money .,"[u'compar', u'charg']"
127,mechanical change should be reduced .,[u'charg']
128,rates which have increased must be reduced . it would be good if they keep the same range as the earlier one,[u'charg']
129,"they are taking more labor charges about 15 , 000 .",['labor']
130,service and rates should be improved . if they give proper service and rates then customer will directly come towards company they will not search any other option .,[u'charg']
131,"whenever i visit for re servicing they take near around rs . 3000 to 5000 . it would be better if they will take that amount if my car runs above 10 , 000 km or they should charge between rs . 1 , 000 1 , 500 .",[u'charg']
132,no improvement require,['no improve']
133,labour charges should be reduced and reasonable charges should be providing to customer,['others']
134,no improvement require,['no improve']
135,"compare to other dealer , labor charge is very high and they should not provide wrong information related to selling spare parts .",['labor']
136,charges should be reduced,[u'charg']
137,labor charges is very high . its better if they reduce their charges .,"[u'charg', 'labor']"
138,the service charge is comparatively higher than others . for small works they charge rs 1500 1800 . if i do this from outside then it costs only rs 500 700 .,[u'compar']
139,"for the service tax you charge . if we check in market there \? s a difference of 2500 rupees and from company its 100 . so for 50 rupees work company charge us 100 rupees . must reduce the charges . if same thing is available in market for 50 rupees and you give it for 100 rupees , that you must give in 50 rupees only . and must put required number of parts only .","['spare', 'tax', u'charg', u'compar']"
140,if possible they should reduce some charges . they have increased charges which should be reduce .,[u'charg']
141,they should develop the service center . location is ok but should improve in charges as they should reduce the charges .,['others']
142,for general check up they are charging 2800rs that was very costly so that should be reduced the charges .,['others']
143,service charges is high compare to other cars .,[u'compar']
144,they should decrease the charges and should offer extra discount it their regular customers .,['discount']
145,"after running the vehicle for 28 , 000 km , i took the vehicle for servicing . even then they charged me 20 , 000 rs for that . i had to change the eye of the vehicle when the car had crossed 30 , 000 km so again they charged me for that . only for 2000 km they charged me 19 , 000 rs extra . this is the only problem so if they avoid putting unnecessary parts in the car .","['spare', u'charg']"
146,they should take that much charge as per the work they will do .,[u'charg']
147,in charges they should provide the rebet and should give some discount . as per the margin should provide the discount so that customer be satisfied .,['discount']
148,if possible they should decrease the service charges .,[u'charg']
149,"i am not satisfied with their billing systems . i shouted to them because of over billing . if some other dealer will come then i will send car . the last time their bill had extra amount hence i shouted them , and then they reduced 100 500 rupees . they try to charge at most from the customers , transparency should be available . decision was given from the supreme court that if you don \? t want to buy auto part from toyota then you bring the vehicle stuff then they will attached the stuff .","['spare', u'charg']"
150,servicing charges is high . if we have water servicing in other local dealership they are charge minimum but in showroom they are charge the servicing is high so that should be reduced .,[u'charg']
151,they should lower the service charges . alinement charges should be reduced .,[u'charg']
152,servicing charges should be reduced .,[u'charg']
153,"service charges are more . if we take oil service , they charge 1500 rs . they do not inform about what kind of service is given to the car and what all packages are included in the same .",[u'charg']
154,"they are increasing the charges of spare parts and labor , it should be less .",['labor']
155,would be good if the service charges will reduce .,[u'charg']
156,they had complete package of tech coating but they not give proper service . they do coating under area of the vehicle i accept that .,['others']
157,the amount they are charging is too high . it would be good enough if some discount is given on the charges .,"['discount', u'charg']"
158,all bills information should be informing to customer and charges should,[u'charg']
159,its better if they reduced their charges .,[u'charg']
160,labor charges are more so they should reduce it .,['labor']
161,i am servicing my car after 3 years . comparing to other service provider toyota motors service charges is high .,[u'compar']
162,they should give discount on the charges paid after sales service to the regular customers .,['discount']
163,1 . they have to reduced the charges .,[u'charg']
164,totally we have 3 free service in toyota but on 2nd time when i came for servicing my car they charged for me thus i asked for the refund and they said it was mistaken and apologized me also refunded the cash .,['free']
165,when we give the car for servicing at that time they give general service as well as they should see that the seat belt is proper or not . they should put payment customer rating for the service charges . they should improve on their charges .,[u'charg']
166,charges is high . pad is costly . water pad get in cheap price .,[u'charg']
167,accessories are very expensive . same thing is available in market in 50 less amount compared to your accessories . we are not satisfied with respect to accessories .,[u'compar']
168,"the service charges are very exorbitant , which is negative point of toyota . so the charges should be normal a bit",['others']
169,nowadays they are increased the servicing charges reasonable servicing charges should be providing to customer,['others']
170,full payment provision must be available in installment in cash amount . they take half half amount in 6 months .,['others']
171,every time charges are 1600 1700 rupees . general checking is ok but what checking is done we do not understand at all . charges are increased if kms are increased . bulb price is rs . 10 but fitting charges are 40 rupees on that also they will put labor and vat charges .,"['tax', u'charg']"
172,if we buy the parts of the car from the showroom then the rates are high if we buy the same parts from outside the cost is little cheaper . the toyota should reduce the charges .,"['spare', u'charg']"
173,they do n't know about taxes like how should apply the taxes and where to apply the watt even gm also do n't know . this should be educate to them .,['tax']
174,they should take less charges .,[u'charg']
175,they are charge servicing is very high that should be reduced .,[u'charg']
176,they should give the vehicle within the committed time if takes extra time so they should deduct the some amount from service charges .,['others']
177,nothing,['others']
178,should clean car properly and provide us . they do n't clean properly inside the main door . there are some parts where we cannot clean but they have that stuff through which they can clean .,['spare']
179,"i think charges was little high i am not sure about that . i paid 8 , 000rs but i am satisfied .",[u'charg']
180,"charged rs . 25 , 000 . for servicing . compared to other dealer point which are much cheaper there they charge 9000 only . for changing of engine 12 , 000 to 13 , 000 is sufficient .","[u'compar', u'charg']"
181,labor coast should be reduce . compare to other their charges is high .,"[u'compar', 'labor']"
182,if we keep our issues in front of them they says like keep your vehicle and go we will repair it . afterwards they inform us they you bill is 1200 or 8000 is happen . we are not satisfied with that charges which they are taking . if we ask why you are taking so much charges they says parts are not working and their could be a problem . they are installing older part of other car in our car and taking money . in the front of owner they should discussed about the problem and should inform about the money . if price of any parts is rs . 4000 they they took with us 8000rs which should be less .,"['spare', u'charg']"
183,they should give some free services like car washing or repairing any part in smile package .,['spare']
184,dealership should not charge labor to each and every part .,['labor']
185,they charged 1 or 2 so i asked them which charges you have charged me . so they told me some of charges they charged . again i asked what you have done in this . then they explained as they have done some windows cleaning so i asked them do you have done rs 1500 work \? charges should be reasonable and should reduce . after my discussion they did not take that much charges . for 4 windows no one can given rs . 1500 .,[u'charg']
186,"they are charge small small parts like 200rs but outside dealers are charge 50rs only , so that should be reduced .",['spare']
187,service charge should be decreased .,[u'charg']
188,the dealership less to improve the service charges themselves,[u'charg']
189,they should take normal service charges and should not take tax on all small things .,['tax']
190,1 . they should have to take the reasonable charges based on market .,['others']
191,nothing,['others']
192,"inova peoples told me after 80 , 000 km have to do servicing for that charge which they took its worth , but the labor charges which they applied it was high . for one service they took 18 , 000 labor charges . they should do some improvement in this .",['labor']
193,the charges paid after service is too high . it is need to be improved . service is taking delay to receive the vehicle,[u'charg']
194,"whatever charges i paid for last service , i am not satisfied with that , it can be more less they can take but also committed me next time my charge will be get discount",['discount']
195,maintenance charges is very high and estimated cost is also very high . staff have no proper knowledge about the servicing charges .,['others']
196,they have to reduce the labor charges and service tax,['tax']
197,they charge more for car washing . this should be reduced .,[u'charg']
198,service charges should be reduced . they should provide discount offer to customer also providing free service to customer like car washing .,"['discount', u'charg']"
199,the charges of labor should be decrease .,['labor']
200,charge of service should first tell before charge .,[u'charg']
201,"they should improve on the services charges . as last time they had charged 7000 rs for servicing which is high . but prior they used to take 3500 rs . charges should be increased but it should not be doubled instead it should increase slowly . like 4000 then 5000 , 6000 so on . but if it is directly 7000 then it very high for us .",[u'charg']
202,according to the last charges i cannot comment but the charges should be reduced the working speed should be maintained .,['others']
203,charges of toyota is high as compare to other which should be less .,[u'compar']
204,it would be good if the tell in advance about the charges for servicing .,['others']
205,if any parts of car get damage then they immediately apply a charges . why they taken charge and why they applied charges they do n't say . if they are applying charges high the their should be n some changes in car .,"['spare', u'charg']"
206,staff are not giving proper information about the servicing charges and charges should be reduced .,[u'charg']
207,they should increase the cash counter as because the rush we need to wait there for billing .,['others']
208,too much tax is charged . even labor charges are high . they take lot of money,"['tax', 'labor']"
209,they should improve in the labor charges taken . many cars go to get service in private service centers less vehicles come in company service centers . so if they improve more than more vehicles will come for servicing .,"[u'charg', 'labor']"
210,"i ca n't say anything about it , you thinks how to improve it .",['others']
211,if you can do charges less should do . service charges should be less . in the local market price is very less and at here they are taking high . in local they are taking 500rs then here they are taking 700rs . the thing is that in local market they gives little late vehicle and here they provide early .,[u'charg']
212,in the last service they charged me more service tax so this should be reduced .,['tax']
213,"the should take the charges on 2000 or 2 , 500 only normally for servicing . because they takes 4 , 000 or 4 , 500 .",[u'charg']
214,servicing should be fully free they should not take charges for engine oil also .,['free']
215,they should ask the customer before taking the charges as they are just confirming .,[u'charg']
216,servicing charges is very high so that should be reduced .,[u'charg']
217,"18 , 000 19 , 000 charges is high which should be less . charges of servicing is high .",[u'charg']
218,servicing charges was high . should reduce there service charges .,[u'charg']
219,they should reduce the service tax . also the service charges should be less . improvement is required in this part .,"['spare', 'tax', u'charg']"
220,labor charges is very high it should be reduce . they had told me charges is toyota company fixed so toyota should reduce their charges .,"[u'charg', 'labor']"
221,labor charges are very high . labor charges are higher than parts price . it should be reduce .,"[u'charg', 'labor']"
222,they should reduce the service charges . improvement is needed in this part .,"['spare', u'charg']"
223,it would be good if they reduce their service charges little bit less .,[u'charg']
224,for oil change out sider charge rs . 1500 but here they direct charge rs 2000 3000 . having income tax on car washing service charge . due to this they charge double .,"['tax', u'charg']"
225,service done by them is good but ask to repeat the same service again so this should be avoided .,['others']
226,they take service charge and after that also they separately take charges for greasing and charge separately for servicing . in that they charge different for greasing and servicing . their servicing has different p package in which they have labor charges . they add small small items also in that . after adding the service charge and service tax the small items also become a big one as they add in that .,"['tax', u'compar', u'charg', 'labor']"
227,they should be reduce service charges . also pats rate should reduced,[u'charg']
228,"charges are too exclusive , in toyota motors . last time they charged me rs . 7100 said that some parts were repaired and changed the parts without my intimations . i went to withdraw cash and also they haven \? t showed the old parts to me which was replaced it with new one . ideally the technician should show the part and need to tell the prices .","['spare', u'charg']"
229,they should present maintenance bills estimation .,['others']
230,their charges should be low . they changed break pad so they made a payment around rs . 6000 . is it really this much expensive .,[u'charg']
231,they take more charges for general checking service . this should be reduced .,[u'charg']
232,some of the parts has been not made by chaudhary toyota so the same parts are getting in market with less rate . so they should also offer in same rate . they are having lots of price in showroom . charges should be reduce . they are putting price on car crome them self only . though the parts are having mrp still they put the price them self and if we search online crome so we found lots of difference in that price . if it is available online rs 2000 then it is available in showroom rs . 10000 . why such a big difference \?,"['spare', u'compar', u'charg']"
233,service charges is very high so that should reduced .,[u'charg']
234,we wish to they should charge minimum that \? s it .,['others']
235,charges should be reduced . its ok,[u'charg']
236,servicing charges should be improved,[u'charg']
237,no improvement require,['no improve']
238,they have to reduce charges,[u'charg']
239,toyota have exclusive service charges . they need to reduce the service charges .,[u'charg']
240,service charges labor charges are high . they deploy more labor for servicing so if they reduce it then it will be good .,['labor']
241,demonetization has been done there . and we can not do cash payment there . they deduct 2 . 5 charges on credit card payment . they should take a call as how they can satisfied their customer . i can not say anything on this .,['others']
242,"service charges are increasing continuosly . earlier it was 2500 , later it became 3000 then 4000 then 4500 and now its 5200 .",[u'charg']
243,service charges are more as they do not properly clean in the interior of the vehicle according to that charges are more .,['others']
244,all the peoples know about toyota servicing . but their charges is very high in market . servicing charges is very high even inspection charges . they takes 1600rs should decrease .,[u'charg']
245,some discount offer should be given to customer and charges should be improved .,['discount']
246,discount offer should be providing to regular customer and charges should be reduced .,['discount']
247,the charge of service and the charges of parts even cost should reduce .,['spare']
248,servicing charges is little high so that should be reduced .,[u'charg']
249,they apply oil charges but i was knew about .,[u'charg']
250,for glass cleaner shampoo they are charge 120rs minimum charges are 700rs if they are not complete the servicing then also charges so that should be improved it is happy for customer,['others']
251,"i think recently they are increased the servicing bill . i always travelling in mangalore coimbatore city in this city spare parts , servicing charges labor rate was low but this dealership they are charge very high so that should be reduced .","[u'charg', 'labor']"
252,the charges which they take for toeing the car is high as they have hired somebody for toeing the vehicle . instead they should arrange this facility in the dealership itself so that the charged would be less .,[u'charg']
253,they charged extra it should be reduced . charges should be 15 20 reduced .,[u'charg']
254,cost should be decrease by 10 20,[u'charg']
255,"their should be and discount in charges . charges should be less because we are not doing service in local service center . their should be an offer of 2 , 14 or 17 . previously i was having hand car they were giving offers . if we keep our car for 4 days in service center then they applies charges of that days so in that they should give some discount . they applies labor charges which should be reduce . to apply the stuff of rs 200 they takes a extra charges of rs . 100 their should be an some discount on that also for that they have to reduce the labor charges .","['discount', u'charg', 'labor']"
256,last time they took service charges 3000 rs . but they did not tell me what was the money taken for . they should at least inform the customers about what the charges are awaken .,[u'charg']
257,service charges should be reduced .,[u'charg']
258,they should decrease the charges of servicing .,[u'charg']
259,they should charge less to the regular customers .,[u'charg']
260,they should less the charges and service tax . they should update the estemate charges is including service tax,['tax']
261,the should decrease the labor charges and taxes .,['tax']
262,take charges but as per do the work also .,['others']
263,whatever offer is being given should be informed to the customers in advance .,['discount']
264,if there is any repair for spare of the vehicle they have to change that spares and do the service,['spare']
265,"sorry , i cant say anything know .",['others']
266,i got some difference in the rates . last time i had installed left side glass that time they took 1600 from me . day before yesterday again i fitted another glass and they charged me 1350 rupees .,[u'compar']
267,they charged more for policy i . e . rs 5000 . they should charge rs 2500 3000 . they should reduce those charges .,[u'charg']
268,last they charged me extra over the done work . they should not do this .,['others']
269,services charges should be reduced as they should charge less for the parts required in the car .,['spare']
270,servicing charges is very high so that should be reduced .,[u'charg']
271,they should offer discounts to the customers .,['discount']
272,they should decrease the charges of servicing .,[u'charg']
273,"they charged me unnecessary seven thousand rupees , i ca n't suggest but this is your look up and you should do something for it .",['others']
274,service charges should be reduced unnecessary charges should be stop .,[u'charg']
275,service charge is very high that should be reduced also reduced the square parts charges .,['spare']
276,charges are very exclusive as well as they should clarify or elaborate the charges spent .,[u'charg']
277,"all bills charges , service tax labor charges should be reduced",['tax']
278,they have to reduce the wage bill alignment charges 2 . they are taking more charges,[u'charg']
279,they take 1 hour to complete the billing part we need to wait for that . so they need to motivate the customers instead to making the customers so long .,['spare']
280,1 \) they should include the vat charges in the labor charges,['tax']
281,servicing charges labor parts charges should be reduced .,['labor']
282,they are more taking charges for non appointment customers . they have to reduce it . 2 . they are taking more time in delivering the vehicle,[u'charg']
283,"1 \) they have to reduce the serving for the innova vehicles , so that aromatically the charges would be reduced",['others']
284,they should reduce the charges . they should give us an estimate value .,[u'charg']
285,"they should reduced the charges , they must reduced the minimum 200 to 400 rupees .",[u'charg']
286,they should do the service for which we pay not told us for additional work,[u'charg']
287,charges should be reduced and while comparing to market charges in other dealership toyota has high charges .,[u'compar']
288,1 . they have to reduce the charges and maintain proper timings 2 . they have to deliver the vehicle in time,[u'charg']
289,there is no problem in charges but they should provide online payment facility to customer .,[u'charg']
290,they should decrease the labor charges and the cost of spare parts also .,['labor']
291,1 . they are taking more labor charges . 2 . they have to reduce the labor charges .,['labor']
292,the labor charges are too high and they should reduce it . the condition of the road is so poor . they should improve the location . they should clean properly the vehicle after servicing .,['labor']
