id,comment,label
23,"there are less branches available in this city and also dealership distance too long , so increase the dealership branches in main areas of town .",[u'citi_showroom_drop']
24,"this dealership branch is located in place where traffic is more . hence , customers are getting difficult to reach the dealership shop . it would be better if they locate it in some another comfortable place .",[u'citi_showroom_drop']
25,dealership should be located in nearby city like gandhidham area . its difficult to go for service on highways .,"[u'citi_showroom_drop', u'citi_outer_hyundai']"
26,"there is no parking place at that service center , so we have to wait in sunshine .",[u'citi_showroom_drop']
27,i have to travel 100 km far for service of my car so it should be near . i am staying at palghar but i have to visit at vashi or vasai for servicing . if dealership will be available in palghar or bhoiser area it will save our diesel and driver charges . even my friend having vehicles but they do service from local area but i go for brand so i visit till dealership . if dealership will be here then it will be good for everyone .,"[u'citi_showroom_drop', u'km_citi_distanc', 'toll_tax_front']"
28,it should be near by our location,['others']
29,no improvement require,['no improve']
30,they should shift in borivali .,['toll_tax_front']
31,location should be available in the sinhgad main road . it should be available in 5 to 7 km .,"[u'road_citi_highway', u'km_citi_distanc']"
32,they have to place the service center at vishakhapatnam .,[u'citi_showroom_drop']
33,they should make service center in every district .,[u'citi_showroom_drop']
34,location should be available nearby 11 to 12 km,[u'km_citi_distanc']
35,the location of the service center is very far away from our place . they should open more service centers near tamluk haldia .,['toll_tax_front']
36,service center should be available in the hadupser main road .,[u'road_citi_highway']
37,increase the dealership branches in salem to melur areas .,[u'citi_showroom_drop']
38,it is 10 km far away from city it should be nearby city within 2 3 km .,[u'km_citi_distanc']
39,they have to provide service center near bypass road area .,[u'road_citi_highway']
40,"showroom need to be outskirt of city as we does not in city , we are farmers . it will be good if they open it in wagholi or shirur \( shikharapur \) . it should be within 15 20 km .","[u'km_citi_distanc', u'citi_showroom_drop']"
41,"the location of the dealership , if should be change then it would be better as the distance of the dealership is so far from my resident . if it will be located in between the sundar gour and raurkela that would be better .","[u'citi_showroom_drop', 'toll_tax_front']"
42,the location of dealership is beside of highway . it would be better if the location of dealership would be some another city side of chennai bypass road or thanjavur road .,"[u'road_citi_highway', u'citi_showroom_drop']"
43,they are opening toyota office in my office building only it will be very convenient for me . so rajpal distance was far . it is very far so it took more time but now your company is opening the office beside of my office only so i will go there only . the center point would be khandwa road .,"[u'road_citi_highway', u'citi_showroom_drop']"
44,dealership is out of the city nashik . not in city area . we stay 10 kms away from service center . they should put a showroom nearby .,"[u'citi_showroom_drop', u'citi_outer_hyundai']"
45,"branches are less in sriparampattur , it would be good if they increase the branches .",[u'citi_showroom_drop']
46,they should repair the road of dealership location and the parking should be safe,[u'road_citi_highway']
47,the dealership location have holes on road which had water lodging in rainy session .,[u'road_citi_highway']
48,if the location is near barista it would be better .,[u'citi_showroom_drop']
49,they should have sign board on the high way as we ca n't service center in winter weather because of the fogg .,['board']
50,increase the dealership branches in this area,[u'citi_showroom_drop']
51,"they should provide more service centers . the service center is very far away from my place , so they should provide a service center near howrah .",[u'citi_showroom_drop']
52,no improvement require,['no improve']
53,increase the dealership branches in thirupattur to vaniyambadi,[u'citi_showroom_drop']
54,the opening closing time should be increased .,[u'citi_showroom_drop']
55,dealership location should be available in candidly west .,['others']
56,i do not face much problem because the service center is nearby to me,['others']
57,no improvement require,['no improve']
58,it should be near my place in rourkela town .,[u'citi_showroom_drop']
59,it should be near to mahapa district side,[u'citi_showroom_drop']
60,respondent ca n't suggest how to improve it .,[u'citi_showroom_drop']
61,should be near taratala .,['toll_tax_front']
62,service center is 9 km away from my place . so it should be up to 4 5 kms in hingewadi .,[u'km_citi_distanc']
63,increase the dealership branches in avadi areas that very useful for customer .,[u'citi_showroom_drop']
64,if any service center open with in sector 1 to udit nagar it will be better as i am resided at sector 1,[u'citi_showroom_drop']
65,i would feel satisfied if we get the location in malegaon district . servicing center must be available in malegaon,[u'citi_showroom_drop']
66,"the servicing center is located very far from town , so they have to provide the service center in the town",[u'citi_showroom_drop']
67,"there are less locations in revdegaon so have to face problems . connected location is needed on highway connected to solapur village . now it is in hadapsar , instead it should be in between of srigonda , tapasvi and taluka then it would be good for us otherwise they must give pick up and drop facility . that will be better",[u'citi_showroom_drop']
68,location is very far it should be near by . there is no place in the city . it is far,[u'citi_outer_hyundai']
69,it is already situated in prime location inside the city . they should improve there facilities .,[u'citi_showroom_drop']
70,"it should be near malda , raigunj , north south dinajpur .",[u'citi_showroom_drop']
71,"roads are broken , there is mud also on roads so while returning back our car again gets dusty . so roads need to proper , we can not say anything about it",[u'road_citi_highway']
72,"the present location is 25 kms away from the town and it \? s very difficult to take the car there , leave and then again go for collection . if i leave the car 25 kms away , then there is nobody to drop . they do not provide any such service that the customer would leave his car there . they have showroom on the main road that they must convert it into service center then it would be useful .","[u'citi_showroom_drop', u'km_citi_distanc', u'road_citi_highway']"
73,"want in rural area , they are in the city .",[u'citi_outer_hyundai']
74,"location is somewhat in the interior . it is not on the main road . it \? s completely in inner side from hadapsar . if we think of leaving the car , then returning becomes a problem . service center should be at the place where there are rickshaws or buses . so that at least we can leave the car there and then we do not get troubled while coming back . even if it is hadapsar it is ok but at least location should be on the on road side . even if it is inside then it is problem to find out also .","[u'road_citi_highway', 'bu', u'citi_showroom_drop', 'toll_tax_front']"
75,"medinipur is a very big junction , it \? s not small town . they don \? t have any branch over here . so they should open a branch over here . if people don \? t buy car from here . they could come for check up here .","[u'citi_showroom_drop', 'toll_tax_front']"
76,no improvement require,['no improve']
77,location is far away . for me its approximate 25 kms far . if they come closer then it would be good for us .,[u'km_citi_distanc']
78,location should be at udaynagar . toyota service center is 30 kms far . others have it at every place like of hyundai . but toyota is very far .,"[u'citi_showroom_drop', u'km_citi_distanc']"
79,in near my house toyota is having dealership center they do dealing and sales of cars in kerala but they do not do servicing of cars . if they start giving services for toyota customers it will be much better .,[u'citi_showroom_drop']
80,they should have center in rajarampuri in kolhapur,[u'citi_showroom_drop']
81,its location is far away from city so they should improve on this . they are almost 15 km away from city . so they should open dealership inside city .,"[u'km_citi_distanc', u'citi_outer_hyundai', u'citi_showroom_drop']"
82,"they are at shilphata , they must come little closer to chatainaka . it takes entire day to go there .",['toll_tax_front']
83,the current location is fair .,['others']
84,dealership location should be near .,['others']
85,"it \? s very far . it should be little nearby . it should be close to city now its little outside . when your worker takes our car and if he doesn \? t take the car properly then we face lot of problem on our way back . if we come there to leave the car then there is no bus available for us to come back . this is the problem . it should be near by metro , so that we do not face any problem . while visiting the service center .","['bu', u'citi_showroom_drop']"
86,"the service center is very far to the khammam , so they have to provide the service center at suryapet and kodadha area .",[u'citi_showroom_drop']
87,service center should be nearby and they should open it by 9 am .,['others']
88,location must be on main side . its little inside,[u'citi_showroom_drop']
89,location is very far . if it is at 10 kms then also it is ok,[u'km_citi_distanc']
90,"it will be good if the location is changed because its too far . its good if it is in the city . its completely outside of nashik . now we have to go by crossing nashik , it should be closed to nashik .","[u'citi_showroom_drop', u'citi_outer_hyundai', 'toll_tax_front']"
91,"the dealership located at bypass and it very far from town , for that felt hazard from communications , if it near guwahati near town it will be more better .",[u'citi_showroom_drop']
92,we have to go to satara for servicing . service center should be in karad because we have to go 52 kms .,[u'km_citi_distanc']
93,"they \? ve only 1 dealer , so should have more service centers at the city corner , like near the bypass or other some other place .",[u'citi_showroom_drop']
94,location is too outside of nagpur . it should be on amravati road then it would be good and it should be on the distance of 7 8 kms .,"[u'road_citi_highway', u'citi_showroom_drop']"
95,as i stay near hindi but there is no service center nearby so i would be good if it may be arranged .,['toll_tax_front']
96,they can repair the road by speaking with the government .,[u'road_citi_highway']
97,they have opened a branch in nagarkovil but they only park the vehicles over there . there is big place from kanyakumari to nagarkoveli for the vehicle to go . so they should on this part by arranging workshop there .,[u'citi_showroom_drop']
98,should available one dealership in bongaigaon .,[u'citi_showroom_drop']
99,service center should be somewhere around 10 km from perambattur near tambram .,[u'km_citi_distanc']
100,service center should be available in nagore .,[u'citi_showroom_drop']
101,it should be near or around the area . we are 90km far from dibrugarh area . and the service is 10 13km from dibrugarh . it takes one day and we can \? t let the car go with the driver . a service center can be in tinsukia .,[u'citi_showroom_drop']
102,most of the location are off root . from our city and from my home it is 18 20 km away . inside the city or outside the city is should be minimum 2 to 3 km away . medical college should be locate beside the road because there is all the type of service center .,"[u'citi_showroom_drop', u'km_citi_distanc', u'road_citi_highway', 'toll_tax_front']"
103,"nippon dealership should locate their service center in idukki , kattappana , adimali and koduvila .",['toll_tax_front']
104,in highway of main road their should be an service center .,[u'road_citi_highway']
105,viva toyota dealership is available only one in yelanka so service center should be increased in bangalore city,[u'citi_outer_hyundai']
106,"they must start one more service center in some other area like in midc areas etc . there all other service centers are available like audi , mercedes etc . only this is in kamothe area for which we have to travel 25 kms far . if its on 5 7 kms distance then it is fine .","[u'km_citi_distanc', u'citi_showroom_drop']"
107,parking provision provided outside the showroom is full of rush because it is on the highway . so they must arrange for parking for the cars coming there or arrange one boy to park the car inside and then to get it out .,[u'citi_showroom_drop']
108,should have a body shop at the dealership location .,['shop']
109,service center is far away both the things should be in city only . its far away from city .,"[u'citi_outer_hyundai', u'citi_showroom_drop']"
110,its better if make the service center near by your showroom .,[u'citi_showroom_drop']
111,service center should in the central point of gangawa road and college road .,[u'citi_showroom_drop']
112,they should repair the road of the dealer ship .,[u'road_citi_highway']
113,from kanpur its far away because of that face problem . it should be near by . if it would be good if it will be available inside the kanpur city . place should be like that where service center should be in 30 minute . from our place service center should be 4to 5 km .,"[u'km_citi_distanc', u'citi_showroom_drop']"
114,uttam toyota show is far away . 1 showroom should available near of sadra or karkadoma .,[u'citi_showroom_drop']
115,dealership is located at rural side it should be in the city . location is too far away from the city . they should purchase key a land in the city . at least showroom should be available in the city . if showroom is located in the city then selling will be increase and also good to the customers .,"[u'citi_showroom_drop', u'citi_outer_hyundai']"
116,the present dealer point is in sambalpur . if a dealer point can be opened between noapara and kalahandi than it will be very good .,[u'citi_showroom_drop']
117,dealership location is very far . this should be somewhere near kanjipuram bus stop,['bu']
118,"if the service center will be located on maniktala it would be better . as maruti suzuki has many service center with in short distance , if toyota will also has then it would be better .","[u'citi_showroom_drop', 'toll_tax_front']"
119,if the space of the located service center will be extended then it would be good . and if the quality of the work will be improved then it will be better .,[u'citi_showroom_drop']
120,this dealership location is not good because service center is available in roadside it is huge traffic is there in this dealership so they should open in industrial area it is very help for the customer .,[u'citi_showroom_drop']
121,"the space is also small , if it is increased and decorated it will be good enough to do it like rourkela and cuttack .",[u'citi_showroom_drop']
122,it \? s very long from our place and has issues getting up and down for services . they should locate the service center somewhere the customer could reach properly .,[u'citi_showroom_drop']
123,dealership is in bikaner so it should be in district churu .,[u'citi_showroom_drop']
124,from our service center is 18 to 20 km away . service center should be available at mani nagar . problem can occur because of that . should clean the car properly . improvement is need they should understand .,"[u'citi_showroom_drop', u'km_citi_distanc']"
125,service center should be near . where their showroom is near by service center should be . where agency is service center should be their .,"[u'citi_showroom_drop', 'toll_tax_front']"
126,they should move on to some other location with borian paint .,[u'citi_showroom_drop']
127,the service center should be at any place in bhubaneshwar .,[u'citi_showroom_drop']
128,location of the dealer is far from the city . if we do servicing from other service center it costs around 400 to 500 rs but in toyota service center it costs around 1600 rs for the same . service charges are more which need to be reduced . so they should do improvement on this . it lakes around 45 to 60 minutes to reach lanson toyota again that much time for coming back so it is very difficult to reach there . they should have a service center in between kolam city .,"[u'citi_showroom_drop', u'citi_outer_hyundai', 'toll_tax_front']"
129,there should be sub center in karad . earlier there were only 5 cars but now in karad there are more than 50 plus . from here we have to travel 55 kms from karad to reach here .,"[u'km_citi_distanc', u'citi_showroom_drop']"
130,the location of the dealership should be somewhere around nhc road or highway road .,[u'road_citi_highway']
131,location of the dealership is convenient as it is far from city . this is near to selum to mallur city . it would be convenient if the lanson dealership is near to mallur bus stop . there is no arrangement for lunch or even there is no restaurant nearby . we need to travel 4 km to reach any hotels .,"['bu', u'km_citi_distanc', u'citi_outer_hyundai', 'toll_tax_front']"
132,location of service is little far away . i live in town place or tamiya . service center should be available in chindwara but it is far away from chindwara bypass 8 9 km far away . from our area parasia is about ot 30 km . it would be fine if service center would be in middle of chindawara and tamiya like in parasiya .,"[u'km_citi_distanc', u'citi_showroom_drop']"
133,toyota is a very big company . they should provide 4 drivers to pick drop the cars because the location of the dealership is too far . i have 2 car one is swift they only come to pick the car for servicing also drop it after servicing . so toyota should also provide this provision for their customers . after servicing they call their customers tell that servicing is completed you can pick the car . only after arguing with them they come to pick the car .,[u'citi_showroom_drop']
134,they should have canteen in their madurai kampaloor service centers .,['food']
135,they should speak with government about the dealership location road,[u'road_citi_highway']
136,service center in trichy is at bypass road instead it should be near town .,[u'citi_showroom_drop']
137,they should improve on the services charges as it should be reduced .,[u'citi_showroom_drop']
138,location is far away . it took lots of time . it is in value midc . so there should be one bypass or it should main road on the way or it should available in midc area so at least will get car with servicing . it should be available 4 5 km .,"[u'km_citi_distanc', u'citi_showroom_drop']"
139,"i want the location , if it is on the highway it will be more efficient where we can park easily our car and go for servicing and all .",[u'citi_showroom_drop']
140,"dealership is located in bikaner and it \? s too far . yes , the dealership gives pick up and drop services but it would be good if they locate their dealership in city area . other brands like hundai \? s are located in city area .","[u'citi_outer_hyundai', u'citi_showroom_drop', 'toll_tax_front']"
141,workshop do not happen on the location of civil lines . it \? s a heavy traffic area . it \? s very difficult to take your car and its very far also .,[u'citi_showroom_drop']
142,"i personally think that , they should open service center in gandhinagar because ahmedabad is very far for us . if we have any minor problem after service . we have to waste whole day for servicing . if service center will be in gandhinagar we can give our vehicle to service center and go to our work . service center is in ahmedabad , so it \? s not possible for us to go to dealership on working days . there was some noise in my speakers which i want to repair but i don \? t have time for visit ahmedabad for speaker \? s issue so it will be good if they open service center at gandhinagar .","[u'citi_showroom_drop', 'toll_tax_front']"
143,location is far away from satara it is 20 km away . it should be available in satara .,"[u'citi_showroom_drop', u'km_citi_distanc']"
144,"i stays in bewar which situated in rajasthan , ajmer jila . dealership is located in ajmer should available in bewar .","[u'citi_showroom_drop', 'toll_tax_front']"
145,"i am stay in local bellary dealership is available in hospet . it is 70km distance between bellary to hospet . it is difficult to travel to hospet , so they should open new dealership branch in bellary otherwise they should appoint the dealer in this city .","[u'citi_showroom_drop', 'toll_tax_front']"
146,location should be available in gomatinagar so it will be only 4 km for us . and now it is 28 29 km for us .,[u'km_citi_distanc']
147,"the e . m . bypass service center is too far from my resident about 45000 km . if it will locate at kalitala , then it would be better .",[u'citi_showroom_drop']
148,dsk 's location is very far it should near bya area . we did not go to shirur .,[u'citi_showroom_drop']
149,service center should be near .,['others']
150,location is not available in satara city . we are facing lots of issues while returning back because it is on satara highway . city is very far from highway . after brought the vehicle for servicing 3 4 hours we are spending over there . in that time period they should done some facility for customer to return back as city is almost 6 7 km far from that place and the auto charged rs . 150 .,"[u'citi_showroom_drop', u'citi_outer_hyundai']"
151,towards dealership location if it will be in bhubaneswar then it would be good . the dealership is about 17km away from my home and this 17 km taking around 45 minute to 1 hr . so i am bit inconvenience for the location .,"[u'citi_showroom_drop', u'km_citi_distanc', 'toll_tax_front']"
152,it is a bypass area if it would be in national highway then there was no problem . it would be good if it would be available in jaipur area .,[u'citi_showroom_drop']
153,service center of toyota was in chidawa should have in nimkathana .,[u'citi_showroom_drop']
154,dealership location is too long . need to open new service dealership in patna place . to reach the current dealership we have to take time of 3 to 4 hours before to reach there .,[u'citi_showroom_drop']
155,nothing,[u'citi_showroom_drop']
156,"there are service center in raipur , bilayat and bilaspur . in whole area of chhattisgarh service center of raipur is been closed from last 4 months . we do not get parts in bilayat . the should be an 2 dealership available in raipur .","[u'citi_showroom_drop', 'toll_tax_front']"
157,location is so far away from my location . it should be available in sikandar so customer time will be save . it is available in 20km from my location and its seem take much time for travelling .,[u'citi_showroom_drop']
158,service center if far away from city it takes 2 to 2 . 5 hrs . . their should be an service center in the city .,"[u'citi_showroom_drop', u'citi_outer_hyundai']"
159,location is very out of city . due to this driver has to give pick up and drop facility . it should be in city . according to customer 's population . it means the toyota customers numbers are high so it should located in such place . so customer will feel easy and safety . it should not be in traffic area . it should near by area around 4 km .,"[u'citi_showroom_drop', u'km_citi_distanc', u'citi_outer_hyundai']"
160,"in karkala city most of toyota car is available , so toyota should open dealership in this city and most of toyota car was sold in this city . in karkala other company dealership showroom are there like mahindra , honda maruti showroom , so if toyota showroom is open in karkala it is very help for the customer .","[u'citi_showroom_drop', u'citi_outer_hyundai']"
161,"service center location is little away because of that its take time to go and come . we can drop the car over there , location is far away from gwalior . service center is located in main road of highway . i am staying in center of city it should be 5km away from city it would be benefits for all . service center should be in jhansi road earlier it was their .","[u'road_citi_highway', u'citi_showroom_drop', u'citi_outer_hyundai']"
162,they should open one service center in morena as well because lots of toyota vehicles are available here . we have to spend more time to go there and it is 50 km far away .,"[u'km_citi_distanc', u'citi_showroom_drop']"
163,service center should be in our area .,['others']
164,it is very far from the village . it is 5 6 km far . it would be good if the location would be near by nandurbar in city . it is out side of the city almost 5 km far .,"[u'km_citi_distanc', u'citi_showroom_drop', u'citi_outer_hyundai']"
165,service center should available in etawah .,[u'citi_showroom_drop']
166,"dealership should be in city because we have to go through highway . dealership is on main highway , so instead of that it should be locate at anand highway so it will be little easy to customers .",[u'citi_showroom_drop']
167,nothing,[u'citi_showroom_drop']
168,dealership is too far away from my place . toyota market value is good but they should be open more service center .,['shop']
169,esprit dealer point at cuttack is far away from my place . it would be good enough if a service center can be set up in patia near bhubaneswar .,[u'citi_showroom_drop']
170,the service center is far away from my home so they should open a service center in south delhi .,[u'citi_showroom_drop']
171,service center is located away from this place at around 100 km . if it remains near us then it would be beneficial . it would be beneficial if 50 kms away . the parts are also not available . they tell us to bring from varanasi which is 200 km away . it is just a dealership and not service center . there are service centers at renukot and antara . it would be good if we have some here .,"[u'citi_showroom_drop', u'km_citi_distanc', 'toll_tax_front']"
172,if anyone visits from far away like 100 150km so they should attend them first . because the location of dealership is far away . topline toyota is far away and rajendra toyota is near . we have purchase car from topline and we have to travel 300km and buddha toyota is 110 km far away same rajendra toyota is 130 km far away . topline should be in bihar because it is situated in jharkhand . it should be in highway and its locate near by doha darghati . shakharam service center should be remain open .,"[u'citi_showroom_drop', u'km_citi_distanc', 'toll_tax_front']"
173,current location is in erode bypass instead it should be in city or it would be good if it is in the previous place .,[u'citi_showroom_drop']
174,"service center is in haldwani , there is no service station in local rudrapur uttarakhand . it should be in our rudrapur . it should be on the highway . it should be in the market","['shop', u'citi_showroom_drop']"
175,"the location is in such a place where there is no bus stop nearby , we need to go 2 km for getting any vehicle to come back after giving the vehicle for servicing . so they should arrange to pick drop till the bus stop or location should be near the bus stop .",['bu']
176,"service center is located outside the city . it would be better is one service center was located inter city and another would have located outer city . it would be better if the service center is located in sardarpura road , choupasti road and paan road .","[u'citi_outer_hyundai', u'citi_showroom_drop', u'road_citi_highway']"
177,location is far away so their should be an facility of pickup and drop .,[u'citi_showroom_drop']
178,dealership location is very long so they should be open dealership in nearby surrounding tumbthakatte naganiroad so it is very help for the customer,[u'citi_showroom_drop']
179,need to locate the dealership in koyilandy place .,[u'citi_showroom_drop']
180,the location of the dealership should be improved as there is no facility of bus to come back after giving the vehicle for servicing . in this situation they should arrange for a pick drop for the customers till the bus stop .,['bu']
181,if location of service center would be in nanded it will be better . we have to go to latoor . in nanded anywhere it will be ok .,[u'citi_showroom_drop']
182,in kr road have one dealership but it is very small so they should be increased dealership in kr road .,[u'road_citi_highway']
183,"location is far away , if it is nearly by panchshil then it would be easy for us .",[u'citi_showroom_drop']
184,they should keep sign board on highway roadside . so that people will get to know that here is workshop,['board']
185,"in rainy days , the place of dealership is become full of mud and water . so they should keep this place in a proper way .",[u'citi_showroom_drop']
186,it would convenient for us if dealership located in buldhana because we leavening properly in buldhana . although there is no problem if dealership located 50 km .,"[u'km_citi_distanc', 'toll_tax_front']"
187,your service center is faraway is should be in city . service center should be in patna it is far away 25 30km .,"[u'citi_showroom_drop', u'citi_outer_hyundai']"
188,"dealership is far away . i live in gandhi nagar and dealership is in vaishali nagar , so dealership should be nearby .",[u'citi_showroom_drop']
189,location should near by sangrur city .,[u'citi_outer_hyundai']
190,dealership location is way by traffic area . they should location sajanpur highway nearby rto office .,[u'citi_showroom_drop']
191,"the dealership location is far away , it should nearby city .",[u'citi_outer_hyundai']
192,location should be near in the city .,[u'citi_outer_hyundai']
193,there is no facility of bus also no arrangement for tea of coffee . they should improve on that . they should arrange for tea or coffee also any transportation facility .,"['bu', 'transport']"
194,last location was actually in vorli and it was easy exercisable . because of its new we have to keep on asking and go . service center is good but it is backside of road so their should be an banner that we can see here is service center . for that they should do add .,"[u'road_citi_highway', 'toll_tax_front']"
195,there is so much rush . parking space is less . parking place should be increased .,[u'citi_showroom_drop']
196,location is far away from city . location should be in city . for that i talk to manager also . because of its far away i have to stay over there . location should be in city or their should be an facility of pickup and drop .,"[u'citi_showroom_drop', u'citi_outer_hyundai']"
197,the service center should near to from our home .,['others']
198,dealership location should be change dealership location should be put on main road and also near,[u'road_citi_highway']
199,location need to be near by .,[u'citi_showroom_drop']
200,the service center is 8 km away from city . it is little bit outside . most of the service center are within the city but this is another case .,"[u'citi_showroom_drop', u'km_citi_distanc', u'citi_outer_hyundai']"
201,it should be in city area . showroom is in city and the service center is very far from the city .,"[u'citi_showroom_drop', u'citi_outer_hyundai']"
202,"we have to go by long road at location . location should be on main road like if we leave our car for servicing , they provide us another car but we have to cross the sewer so dealership should be attached to main road . walking road should be attached to dealership location . dealership should be in meerut on the same place but it should be connected to main road .",[u'road_citi_highway']
203,should available in city because its 20km away . yet the service center is in dhanabad which is away 20km which should near in city .,[u'citi_outer_hyundai']
204,we are not comfortable with dealership place or location,['others']
205,should available i city . the service center is available in industrial area which should be in city like it would be near by showroom it will be good .,"[u'citi_showroom_drop', u'citi_outer_hyundai']"
206,in pudukkottai area service centers are less . so they should have a dealership in between pudukkottai trichy area .,[u'citi_showroom_drop']
207,location is outside of road . it should be in bigone road or if it would be in nagpur road that will be better .,[u'road_citi_highway']
208,from kodampakkam distance till kumbhakonam is about 15 km but the distance between kumbhakonam is 40 km . so it will be good if the location for the service center would be somewhere near it .,[u'km_citi_distanc']
209,the service center should be in bokhara city .,[u'citi_outer_hyundai']
210,the location of the dealership should be near sulur area .,['others']
211,service center is too far away . the service is about 25km away from the city the distance should reduce minimum 10km . i ask them to take my car to the service center but they told me they will take the carry by monday but yet they did n't came .,"[u'citi_showroom_drop', 'toll_tax_front']"
212,"we have to cross the toll to go in the dealership , due to these 130 rupees gone from my pockets . if i go for the routine checkup then also i have to pay 130 rupees . they should manage something for it . i don \? t have any problem with location i have problem with toll .","[u'citi_showroom_drop', 'toll_tax_front']"
213,service should only 4 5 km away from the town .,[u'km_citi_distanc']
214,nothing . .,[u'citi_showroom_drop']
215,when we drop the car for servicing they tell us the time for delivery but they do not give it on time . this is the improvement needed .,[u'citi_showroom_drop']
216,there is huge issue in location of dealership mentioned on google map . i was trying to reach dealership with taking help of google maps it was showing different location . on google map location of dealership was at end of graveyard road but no single building was there on that road . it was dead end road . i was not so familiar with vapi city so i called relation officer mr . parikh and i told him that direction of your dealership location is showing wrong on google map .,"[u'road_citi_highway', u'citi_showroom_drop']"
217,they should improve on the location part . they had told that service center will come to ramnade city but still it has not come . it is 100 km from rameshwaram 30 km . so it would be good if it is some where around 30 km from ramnathpuram .,"[u'citi_outer_hyundai', u'km_citi_distanc', u'citi_showroom_drop']"
218,location is very far from the city . it would have been better had it been in the city . it is too far from the city . even if i myself go there in the evening to leave the car then while coming back you do not get any bus or any other vehicle from there and there is no auto also . they must open one dealership in raipur and close this one,"['bu', u'citi_outer_hyundai', u'citi_showroom_drop']"
219,there is no vehicle facility for visiting service center . so have to wait till servicing gets over . if location is nearby city then it would be good because servicing takes one full day . if location is nearby then we can wind up some other works as well .,"[u'citi_showroom_drop', u'citi_outer_hyundai', 'toll_tax_front']"
220,they should open service center in cities .,[u'citi_outer_hyundai']
221,the locations are between two cities . like it \? s should more convenient if it is outside the kasargod city then it will be much better .,"[u'citi_showroom_drop', u'citi_outer_hyundai']"
222,dealership location should be there in nearest karkal city,[u'citi_outer_hyundai']
223,"they should shift the service center on bypass as the service center is from far from our home , it is located in middle of the town .",[u'citi_showroom_drop']
224,"if location will be under sadar city or in city , then it will be good .",[u'citi_outer_hyundai']
225,the dealership location in the traffic place . but they have to change dealership location at where the traffic is not available area,[u'citi_showroom_drop']
226,"the car which sales from toyota mostly , deharadun people takes mostly . showroom is located from dehradun to monopoly . we have to go very far . more and more time car take in to rishikesh . dehradun is our capital but dealership should change . they should be 2 dealership like in 2 in rishikesh and 2 in dehradun . dealership is far away from hardaloo it should be near . one more dealership should be opened in deharadun or rishikesh .","[u'citi_showroom_drop', 'toll_tax_front']"
227,they should do call or message about the location . it is nearest from our place .,['others']
228,"it should somewhere close to the city . it is only one in grand dehradun . they should be few more . on sharapur rajpur road , near s zone there should be a service center . it cannot be on any other place .","[u'road_citi_highway', u'citi_outer_hyundai', 'toll_tax_front']"
229,they should shift service center from there or should repair the road going to service center as the road have so many holes .,[u'road_citi_highway']
230,location is far from my place . this much huge showroom is not possible to open in city . they should organize another showroom in city so it will be profit for customer as well as company .,[u'citi_showroom_drop']
231,place from where we purchased the car there is no service center near to it . it would be good if it is in the center of lucknow,['toll_tax_front']
232,dealership location is too long so they should open new dealership in majestic area .,['others']
233,dealership location should be available in apmc pune nearby 30 km .,[u'km_citi_distanc']
234,they should open a service center in ropar district also .,[u'citi_showroom_drop']
235,dealership location should be there in out of the city .,[u'citi_outer_hyundai']
