id,comment,label
105,"the person who appointed at waiting area he had appointed for chatting or for work \? i we tell him for drinking water he was telling us , it is available there if we asked for coffee then also he saying same thing . if we have to tell someone else , then why you are here \? not given any services as well as not given any answers . previously ac was there but now it is not working . it was hot of inside . there should cleanliness as well as should available chairs for seating . there is not available mobile charging facility it should be available . ac should on .","['person', 'ac', 'drink', 'seat']"
106,they have to use the waiting area properly .,['space']
107,they should have a separate waiting area for owner .,['space']
108,ac cooling is not in a correct temperature . it gives cooling in one side of the waiting area so the other side is not cool . they should improve on that .,['ac']
109,executive should be available in waiting area to attend the customers .,['others']
110,they should have television and they should have games in this waiting area .,[u'game']
111,their should be an change in waiting area . you see according to you how we can say it .,['others']
112,"waiting area is too congested . they should visit at dsk showroom and should follow their technology . how 's their area should arrange like that . from there we can see the car also . we can seat on one place we will see the car . huge space is there . seating place is not available here as well as drinking water facility not available . if someone is coming of going , then also they are not asking .","['showroom', 'space']"
113,in waiting room their should be an permanent staff who can handled the customer . if customer visit the service center with his vehicle then staff should handled the customers properly in waiting room .,['staff']
114,"once i gave a germany car for servicing there they had asked for tea , coffee , buttermilk . but here they do not ask anything so his should be improved .",['drink']
115,if the customer is seating in waiting area and the car servicing process would going to take much time then at least they should update it to the customer .,['others']
116,they should offer tea and water to the customers .,['drink']
117,"in waiting room facilities should be available , once they make us wait in waiting room then they don \? t even ask for tea or coffee , they should at least ask for tea or coffee .",['drink']
118,no improvement require all are fine,['no improve']
119,"waiting area is not that much good . we should feel relax after entering the waiting room . their should be available tv , glass , water a c also . it should be like hotel . if we sit for 1 . 30 hrs . then we can watch the tv .","[u'hr', 'tv', 'drink', 'space']"
120,should increase the space and should increase the eminence .,['space']
121,there is no space there to sit . so enough place should be there sit if we go there .,['space']
122,they should increase the staff in waiting area,['staff']
123,they have to deliveries the vehicle with into he committed time instead of late delivery,[u'vehicl']
124,it will be improved if they give more profit . waiting area should be little bigger .,['space']
125,if we visit to the waiting room they ask for tea and coffee . if any person visit by afternoon then they should arrange a lunch or we bring our tiffin box then they should do proper arrange for lunch . should provide the lunch in waiting room either they borrow from outside and charge us it is ok but their should be an facility in waiting room .,"['person', 'drink']"
126,"they should arrange tea , coffee in the waiting area .",['drink']
127,waiting area should away from toilet as it 's smelling a lot .,['lot']
128,there were is not available news paper and magazine in waiting area and they also not offer tea and water .,['drink']
129,when customer go their they should attend immediately . which time they till us at that time they should give the car not to take 4 5hrs . customer 's car should be clean properly and return it in 2 3hrs they should not take more time .,['cleanli']
130,food facility should be available .,['food']
131,"in waiting area there is no toilet facility available , for that you have to go inside the showroom where the cars are displayed . the toilet is common for the showroom staff the customers . there should be toilet facilities in the waiting area if some customer wants to go . there is a common one for the customers the showroom staffs for the customers who are coming to purchase new car . if they will improve the waiting area than it would be good . only the waiting , it is not that much important but my suggestion is to improve the waiting area it would be more comfortable .","['showroom', 'space', 'staff']"
132,waiting area need to increase at this dealership .,['need']
133,receiving and facilities should be good at waiting area .,['others']
134,first if they will give us on time then we will more satisfy . welcome from jamnagar so if they commit us exact time we can do other works too .,['others']
135,they should clear all the queries raised by customers .,['others']
136,"waiting area should be confidential , also ac is available there .",['ac']
137,if any customer sitting for long time there person should come to us and said will you have a tea and coffee something like that .,['drink']
138,their way of interaction is not good . worker are not attentive in their work . it seems to be like ignoring the customers .,"['work', 'way']"
139,need improvement on sittings and also everything should be clean . i felt that something was missing when i was sitting there at dealership . likewise in lucknow .,"['cleanli', u'someth']"
140,"it would be better if they should arrange ac , newspaper tv in the waiting area .",['ac']
141,minimum 1 hour we have to wait . minimum time you need for service . the place which is having in kannur there car should get in minimum one hour because it is difficult to seat there more than 1 hour . one is they start in day ship and 2nd thing is that they does not have the wardrobe facility . more space should be there and one washroom should be attached to the waiting room . the space is to cramp . the seating area is not comfortable . some times we have to seat on ramp . they should inform to the customers what ever work they have done in servicing of the car .,"[u'thing', u'hour', 'space']"
142,"waiting area should be properly neat and clean , they should have a canteen , and it \? s not up to the mark . there should be proper drinking water arrangement . it should be most precious .","['cleanli', 'drink']"
143,waiting period is too long . they should take the car ready fast and make it more stable the customer very fast . wait over there for long time .,['others']
144,"there should be available proper seating arrangement , must be something to entertainment available like magazine . they should make arrangement for tea snacks . we have spent 4 5 hrs . so there something should be available .","[u'hr', u'someth', 'drink', 'seat']"
145,they should improve the waiting area .,['space']
146,"sitting area is very small and all facilities are not available . they can provide wi fi , they can show us live servicing about what all is happening on the car . all these exclusive things should be there which owner can view that how many people are working on his car and what work is going on","[u'thing', 'space']"
147,we need more confront the witting area . by bring the matter coucher for seat . they should received the customers with good manners .,"['seat', 'space']"
148,they have to improve the waiting area they are not giving proper response .,['others']
149,we have to wait for long time in dealership so they should reduce the time consuming .,['others']
150,"they should offer tea and comics to customer , who is waiting in waiting area .",['drink']
151,washroom stinks a lot,['lot']
152,no improvement require all are fine,['no improve']
153,coffee shop should be open more time .,['drink']
154,driver and owner are seating together so it should different . should available different and better place for driver and owner .,"[u'driver', 'space']"
155,sitting programme should be proper . waiting area which is below so servicing is not visible . it should be up so that we can se our car 's servicing,['space']
156,they should have something in waiting area for customer 's time pass .,[u'someth']
157,suppose we are seat there and no one come there to ask at least for water . like we seated there from morning 10 to evening 4 pm and we came to know that the tv was closed so it should not happened with any one .,"['tv', 'drink']"
158,"they should offer coffee , tea and water to the customers .",['drink']
159,they should have some foods in the waiting area .,['food']
160,charge and waiting area need to be improving . in waiting area if they have more customer then sitting arrangement is not sufficient for all of them . they should organize some waiting lounge in dealership .,"['need', u'loung', 'space']"
161,tap was off in the waiting area .,['others']
162,no improvement require all are fine,['no improve']
163,"dealership staff should be aware of the time period , they committed to fulfill our car service within a schedule time but they are not able to do this also they don \? t explain me about the work resolving procedure i did not like the dealership waiting area also i did not get the felicitation from there i was sited in car servicing place whenever i go to dealership then i don \? t get the felicitation i have a honda car but whenever i go to dealership i get reception and importance also they make good deal with me","['space', 'staff']"
164,waiting has less space thus it should be spacious .,['space']
165,waiting area should be proper . more reading books should be there . waiting area seating should be increase and it should be more convenient . they only offer tea we are paying amount for food which we don \? t even get . canteen should be there .,"['food', 'seat', 'space']"
166,power point should be available in which can connect our computer .,['others']
167,they should provide snacks to the customers,['others']
168,waiting area should be improved because space is very small so customer not wait for much time in this dealership .,['space']
169,waiting area should be more comfortable for customers . recent area is just like a box it \? s not like a lounge it should be more comfortable designed .,"[u'loung', 'space']"
170,there is small place for waiting area .,['space']
171,they should have proper seating facilities in the waiting area also should have television .,['seat']
172,it should be good well cleaned . tea coffee facility should be available and they should provide magazines to read or somethings through which we can do time pass .,"['cleanli', 'drink']"
173,"if we go for servicing , then from 10 am to 5 pm we need to stay there . there are no shops or canteens hence except tea we cannot have any other thing . hence we need to remain hungry . there should be biscuits available for eating , if canteen facility is there then any customer can purchase and have food .",['food']
174,"in service center they charge 30 rupees for lunch in waiting area , so they should not charge for that , it should be free .",['others']
175,the system of waiting area should be changed . service on ac is should be done . need to increase chairs of waiting area .,"['ac', 'seat']"
176,space should be little bit more .,['space']
177,"water or tea nothing is there in the waiting room , when new customers they give attention to them , they offend to them only . they do n't give attention to old customer . we need to tell to them ten times to give water .",['drink']
178,no improvement require,['no improve']
179,when customers were coming sitting there space should be more .,['space']
180,they have to provide separate waiting area for customer 's .,['space']
181,no improvement require,['no improve']
182,it will be better if waiting area is increased . specially customer have to wait outside . its enough if waiting area is increased,['space']
183,they should ask for coffee or water in waiting area . there should be wi fi .,['drink']
184,"there is no ac in the waiting area so , its so difficult to wait in waiting area in summer season",['ac']
185,"they should be one dedicated person who will basically talk to everyone , who 's there sitting at the waiting area . he just ask them when was his appointment or did you get the booking done even if he had to wait he should be told very clearly that ok , we are quietly busy right now i would request it to please wait for 15 minutes . waiting area is not comfortable , because there is not proper sofa all that to seat . its not very comfortable very cramps . there is outsider counter , so service level places have to different , its like a bank . its can not be like a bank . correct other places are very clean like millennium toyota all that there service areas all that much better than lakozy . when people coming to the waiting area , then they should be greeted they should be at least attend too after taking appointment .","['person', 'seat', 'space']"
186,"when we take car of 30 to 35 lake for services center , they are not preferring a tea also , they should provide tea it will be good .",['drink']
187,the waiting time is more and waiting room 's sofa is not comfortable . it should be waiting room is much better .,['seat']
188,commercial vehicles were creating so many disturbance for the other owners so they should provide different or make partiality in owners waiting area commercial persons waiting area . there all services were nice there is no any issue,"[u'issu', 'person']"
189,"painting area is very be small , large at painting area places were not comfortable while rush",['space']
190,the waiting area is too small . if it will be making large then it would be better .,['space']
191,"the waiting area should be improved by expanding the space , other all facilities are ok",['space']
192,they need to provide some entertainment in wait area like magazines discussion room for customer to talk with manager .,[u'magazin']
193,waiting room need to be more clean .,['cleanli']
194,waiting area should be improved . staff should be trained like if we ask tea or coffee then also they do n't come till half hour and in waiting area good cleanliness should be maintain .,"['drink', 'space']"
195,waiting area there should be more chairs .,['seat']
196,there should be improvement in waiting room . there is only 2 3 iron chair . there should be sofa or bed for customer to sit .,['seat']
197,"the service charge must be reduced . in guwahati there is only one service center , it must be increased , so there will be a competition . it is problematic as here is only one service center . if service center will be more then everyone will not gather in one place .",['space']
198,in waiting area whatever the work is done it shouold be visible clearly .,['work']
199,seating chair should be good quality . waiting area should be open place .,"['space', 'seat']"
200,"in a waiting area should be have water , snakes and canteen service if females customer comes . there should be have different room . there has one room for driver also . there should be have extra room .","['drink', u'driver']"
201,"in a waiting area has mosquito , feeling hot . there have safe not good too place is also less there have no tv . there should be have tv there should be have news paper also , so we can read the news paper and also see the tv freely .","['tv', 'space']"
202,waiting area should be improved . in waiting area people should be changed because they are not good .,['space']
203,in waiting area has sofa news paper also . every facility is good but they should be improve . to more comfort to customer . it should be good comfort .,['comfort']
204,in waiting area having a lots of rush they should be arrange seating area . they should be ask for water when customer go therein waiting area has lots of people look like fare . so they should be improve it .,"['drink', 'lot']"
205,provide one separate waiting room in that also provide ac .,['ac']
206,waiting area is very small so it should be big improve,['space']
207,"there was no door in bathroom i felt very uncleanliness , atmosphere of waiting room was not at all good . service charge is too much , must be reduce it and keep the cleanliness of waiting room .",['cleanli']
208,in waiting area there should be canteen facility .,['space']
209,"waiting area should be comfortable . canteen is there but food quality is not good . in waiting area which the sofa 's are there they are very old they are very hard . for customer tea , coffee should be good .","['food', 'seat', 'drink', 'space']"
210,there should be an improvement on waiting areas . when there is too much crowd on that time we faces problem on seat . so they should increase the seats or else are fine . seat must be increased in waiting area .,"['seat', 'space']"
211,they should improve for comfortless in the waiting area,['others']
212,while we are taking away the car for servicing they are taken more waiting time . it should be less servicing time . there should be servicing immediately .,['others']
213,"have some separate lounge for the customers where they can sit . they do n't have sufficient place , i mean , small lounge . they should have a lounge because if somebody gets tired , can sit for 2 3 hours , proper place for all . they can provide tea or coffee that is very satisfying .","['drink', u'loung', 'space']"
214,there is no air condition no good bathroom facility . so they should available ac waiting area bathroom should be good . also they should represent tea of coffee . when we are sitting waiting 1 hours . so they arrange 1 coffee for the customers .,"[u'condit', 'drink', u'hour']"
215,waiting area should be wider for the comfort . customers have to wait for long time at waiting area so they need very airy and wide area .,"['comfort', 'space']"
216,space should be increased . staff should explain that who to talk with the customer . trained staff should be their ask them that they require tea or coffee .,"['staff', 'drink', 'space']"
217,they have to provide the separate waiting time and cabin . room for staff members and customers . cleanness is very poor . facilities are not good for the high quality customers,"['cleanli', 'staff']"
218,they should understand the satisfaction of customer . they should talk slowly not quickly . if they waiting in waiting area they should have go there and tell them your work will done . other facility has there .,['work']
219,"increase the proper capacity , cleaning must be there , electrical room freshener must be available there it is much be working condition .",['cleanli']
220,waiting time is too long this time should be reduced .,['others']
221,space should be increase on waiting area .,['space']
222,"make it feel fresh they should have good bathroom at waiting area . they should available snacks bar also they should be available vending machine , vending machine means you want to buy any snacks like buy chocolates or coffee .",['drink']
223,waitting area should be more broad as it is very short place,['space']
224,they should increase space of waiting area . wi fi gym should be available at service center .,['space']
225,chair should be good . all chairs are broken . they should be clean all things . people are seat they are smoking there .,"['cleanli', 'seat']"
226,"waitting area should improve , servicing should be fast .",['space']
227,billing process should be fast at waiting area job sheets need make fast .,['others']
228,they should give quick service to customer in waiting area .,['space']
229,"the waiting area should be improved . those who come in service center , there should be a separate waiting area for them with the arrangement of tea and coffee along with t . v .","['drink', 'space']"
230,for drivers food facility should be free,[u'driver']
231,have to wait more in waiting room lobby . they must complete the service on time as promised .,['others']
232,they should offer tea water to customer in waiting area in summer season .,['drink']
233,waiting room is not good . not satisfied with waiting room .,['others']
234,in washing area there should be maintained,['space']
235,in service center there should be the canteen facility .,['others']
236,in washing area there should be cleanliness and water launch facility should be available .,['drink']
237,in service center was waiting area was rough and also not for driver class we done the 10000 servicing instead of waiting area has no space customer wait outside while servicing in waiting area has only 4 5 sofa area was so less in servicing take 3 4 hour so that why they should be provide wi fi facility there have no person to ask for water and also toilet was unclean .,['space']
238,waiting area must be increased . they should provide the separate area waiting area for gents ladies,['space']
239,waiting area should be improved more space,['space']
240,they should be give our car which time they said after servicing,['others']
241,waiting area should be limited,['space']
242,they should be provide good service seating arrangement if some customer wait till morning to evening than they should provide at least tea an coffee,['drink']
243,there should be separate waiting area . car should not be park there . we can see our car servicing from waiting area so there should be arrangement like so .,['space']
244,their have less waiting area,['space']
245,"in waiting area there is a television but it is not working and air condition facility should be there . it is a summary season , so if there is a air condition . it will be very good .",[u'condit']
246,"in waiting area there should be magazines book list for reading . by this customer will not face any problem . if customers want to seat read , there is no such arrangement .",[u'magazin']
247,waiting areas have in servicing center which is not good for women \? toyota show room is good but when we go waiting area it look like factory . they should put tv in waiting area waiting area should be neat clean service center people should be improve waiting area .,['cleanli']
248,waiting area should be proper and there tv magazine also available .,['tv']
249,"in waiting area all facility are there like tv , newspaper etc . but if any staff will come to us after 15 minutes it will be good or some snakes should be available there .","['tv', 'staff']"
250,"in waiting area there should be tv , sofa air condition facility .",['seat']
251,waiting area is not proper . in waiting they do n't ask that they require tea or coffee .,"['drink', 'space']"
252,waiting area is very small . that area must be increased then it is better for us .,['space']
253,waiting area was not good . at the time of last 2 servicing news paper are not in one place it was scattered . ac water was leaking . i do n't like it . these should be proper cleaning good atmosphere over there so customer feel good .,"['cleanli', 'drink', 'space']"
254,waiting are should be systematic . if we are come with family kids then there should be something for entertainment .,[u'someth']
255,waiting area should be improve . they should provide tea or water to customer . ac should be on at the summer season . there are 2 stalls at waiting . one is for vip one is for driver all other people . so it is not right . they should treat all the people as same .,"['ac', 'drink', u'driver', 'space']"
256,amana toyota should be available t . v for entertainment to the customers in waiting area they should available newspapers also . they should have clean good bathroom . they should available prayer hall also in service center,['cleanli']
257,they should remove the dining table from waiting area they should do arrangement for sitting over there . we have wait 1 to 1 half hour so they should do proper sitting arrangement .,[u'hour']
258,in waiting area there should be some entitlement because i feel boor .,['others']
259,they tell 10mintues takes more time to do it . for any paper or printout to remove it takes 10 minutes for waiting . if any customer will come their then their work should be done . because customer should not wait for them .,['work']
260,they provide rest room but it should be more neat clean . and the quality of the lunch must be improved .,['cleanli']
261,"i am not comfortable with the waiting area . i purchased 10 to 12 lakh car , but i definitely saw how they are servicing my car , they are in front of our doing servicing then i satisfied , they should be allowed at servicing time also we see them how they are working . at waiting are their concept i do n't liked . one day i am going at nashik wason toyota , they not changed oil etc . , but they taken me charge . that is why we are should be allowed at when they are servicing time .",['space']
262,i told this before also we can \? t charge our mobile over there . there charge wit is not good . change the machine of there .,['others']
263,in waiting area their should be improvement .,['space']
264,waiting area should be improve .,['space']
265,waiting area should be at ground floor,['others']
266,they should increase sitting capacity of waiting are space is less over there .,['space']
267,"the seating arrangement should be good in the waiting area , it is no well maintained .",['seat']
268,at waiting area should be provide cctv camera because of customer saw them how they are servicing our car .,['others']
269,the chair should be comfortable in waiting area .,['seat']
270,"1 \) while dropping the car to service . it is not an issue but while returning back to home have to spend around 200 rs . same happen while coming to picking up the car . dealership provide facilities till certain area . so the dealership must provide other facilities to us like providing other cars . 2 \) there is no ac in waiting area . due to that it is so suffocating there even no cold water there . ladies and children have to wait there . due to sweating due not there they have to wait for 3 4 hours . hence the waiting area must be improved . even the two wheeler service center having good waiting area , why not these dealerships cannot have the facilities .","['ac', u'hour', 'space', 'drink', u'issu']"
271,waiting area not comfort table . it should be comfort table it help the customer,['comfort']
272,space is small of waiting area . there should be some thing for time pass there should be chatting .,"[u'thing', 'space']"
273,in sharayu toyota service center there is no any canteen facility available . they should be provide canteen facility or they should be give the pick up drop facility to near by restaurant .,['others']
274,they should provide net facility at waiting area .,['space']
275,interior of waiting area is not good sitting arrangement is also ok . there should be one screen . so we come to now work is going on of my car or there should be on holding mirror . so we can saw or car while they are working .,['others']
276,there are different cabins for driver customers in waiting area,[u'driver']
277,waiting area should be improved . they should offer customer tea water 2 3 time i visited there did n't offer me anything .,"['drink', 'space']"
278,have to take token to meet the attendee . if any counter is free then other customer should be allowed . they must change the token system .,['others']
279,waiting area should be clean .,['cleanli']
